response_id,student_id,question_id,assessment_id,is_correct,response_date
RESP02928,STU013,Q002-05,ASS002,1,2024-10-05
RESP02929,STU013,Q002-06,ASS002,1,2024-10-05
RESP02930,STU013,Q002-07,ASS002,1,2024-10-05
RESP02931,STU013,Q002-08,ASS002,1,2024-10-05
RESP02932,STU013,Q002-09,ASS002,1,2024-10-05
RESP02933,STU013,Q002-10,ASS002,1,2024-10-05
RESP02934,STU013,Q002-11,ASS002,1,2024-10-05
RESP02935,STU013,Q002-12,ASS002,1,2024-10-05
RESP02936,STU014,Q002-01,ASS002,1,2024-10-05
RESP02937,STU014,Q002-02,ASS002,0,2024-10-05
RESP02938,STU014,Q002-03,ASS002,1,2024-10-05
RESP02939,STU014,Q002-04,ASS002,1,2024-10-05
RESP02940,STU014,Q002-05,ASS002,1,2024-10-05
RESP02941,STU014,Q002-06,ASS002,1,2024-10-05
RESP02942,STU014,Q002-07,ASS002,1,2024-10-05
RESP02943,STU014,Q002-08,ASS002,1,2024-10-05
RESP02944,STU014,Q002-09,ASS002,1,2024-10-05
RESP02945,STU014,Q002-10,ASS002,1,2024-10-05
RESP02946,STU014,Q002-11,ASS002,0,2024-10-05
RESP02947,STU014,Q002-12,ASS002,1,2024-10-05
RESP02948,STU015,Q002-01,ASS002,1,2024-10-05
RESP02949,STU015,Q002-02,ASS002,1,2024-10-05
RESP02950,STU015,Q002-03,ASS002,1,2024-10-05
RESP02951,STU015,Q002-04,ASS002,1,2024-10-05
RESP02952,STU015,Q002-05,ASS002,1,2024-10-05
RESP02953,STU015,Q002-06,ASS002,1,2024-10-05
RESP02954,STU015,Q002-07,ASS002,1,2024-10-05
RESP02955,STU015,Q002-08,ASS002,0,2024-10-05
RESP02956,STU015,Q002-09,ASS002,1,2024-10-05
RESP02957,STU015,Q002-10,ASS002,1,2024-10-05
RESP02958,STU015,Q002-11,ASS002,1,2024-10-05
RESP02959,STU015,Q002-12,ASS002,1,2024-10-05
RESP02960,STU016,Q002-01,ASS002,1,2024-10-05
RESP02961,STU016,Q002-02,ASS002,1,2024-10-05
RESP02962,STU016,Q002-03,ASS002,1,2024-10-05
RESP02963,STU016,Q002-04,ASS002,1,2024-10-05
RESP02964,STU016,Q002-05,ASS002,1,2024-10-05
RESP02965,STU016,Q002-06,ASS002,0,2024-10-05
RESP02966,STU016,Q002-07,ASS002,1,2024-10-05
RESP02967,STU016,Q002-08,ASS002,1,2024-10-05
RESP02968,STU016,Q002-09,ASS002,1,2024-10-05
RESP02969,STU016,Q002-10,ASS002,1,2024-10-05
RESP02970,STU016,Q002-11,ASS002,1,2024-10-05
RESP02971,STU016,Q002-12,ASS002,1,2024-10-05
RESP02972,STU017,Q002-01,ASS002,1,2024-10-05
RESP02973,STU017,Q002-02,ASS002,1,2024-10-05
RESP02974,STU017,Q002-03,ASS002,1,2024-10-05
RESP02975,STU017,Q002-04,ASS002,1,2024-10-05
RESP02976,STU017,Q002-05,ASS002,1,2024-10-05
RESP02977,STU017,Q002-06,ASS002,1,2024-10-05
RESP02978,STU017,Q002-07,ASS002,1,2024-10-05
RESP02979,STU017,Q002-08,ASS002,1,2024-10-05
RESP02980,STU017,Q002-09,ASS002,1,2024-10-05
RESP02981,STU017,Q002-10,ASS002,1,2024-10-05
RESP02982,STU017,Q002-11,ASS002,1,2024-10-05
RESP02983,STU017,Q002-12,ASS002,1,2024-10-05
RESP02984,STU018,Q002-01,ASS002,0,2024-10-05
RESP02985,STU018,Q002-01,ASS002,0,2024-10-05
RESP02986,STU018,Q002-02,ASS002,1,2024-10-05
RESP02987,STU018,Q002-03,ASS002,1,2024-10-05
RESP02988,STU018,Q002-04,ASS002,1,2024-10-05
RESP02989,STU018,Q002-05,ASS002,0,2024-10-05
RESP02990,STU018,Q002-06,ASS002,0,2024-10-05
RESP02991,STU018,Q002-07,ASS002,1,2024-10-05
RESP02992,STU018,Q002-08,ASS002,1,2024-10-05
RESP02993,STU018,Q002-09,ASS002,0,2024-10-05
RESP02994,STU018,Q002-10,ASS002,1,2024-10-05
RESP02995,STU018,Q002-11,ASS002,1,2024-10-05
RESP02996,STU018,Q002-12,ASS002,0,2024-10-05
RESP02997,STU019,Q002-01,ASS002,1,2024-10-05
RESP02998,STU019,Q002-02,ASS002,1,2024-10-05
RESP02999,STU019,Q002-03,ASS002,1,2024-10-05
RESP03000,STU019,Q002-04,ASS002,1,2024-10-05
RESP03001,STU019,Q002-05,ASS002,1,2024-10-05
RESP03002,STU019,Q002-06,ASS002,1,2024-10-05
RESP03003,STU019,Q002-07,ASS002,1,2024-10-05
RESP03004,STU019,Q002-08,ASS002,1,2024-10-05
RESP03005,STU019,Q002-09,ASS002,1,2024-10-05
RESP03006,STU019,Q002-10,ASS002,1,2024-10-05
RESP03007,STU019,Q002-11,ASS002,1,2024-10-05
RESP03008,STU019,Q002-12,ASS002,0,2024-10-05
RESP03009,STU020,Q002-01,ASS002,1,2024-10-05
RESP03010,STU020,Q002-02,ASS002,1,2024-10-05
RESP03011,STU020,Q002-03,ASS002,1,2024-10-05
RESP03012,STU020,Q002-04,ASS002,1,2024-10-05
RESP03013,STU020,Q002-05,ASS002,1,2024-10-05
RESP03014,STU020,Q002-06,ASS002,1,2024-10-05
RESP03015,STU020,Q002-07,ASS002,0,2024-10-05
RESP03016,STU020,Q002-08,ASS002,1,2024-10-05
RESP03017,STU020,Q002-09,ASS002,1,2024-10-05
RESP03018,STU020,Q002-10,ASS002,0,2024-10-05
RESP03019,STU020,Q002-11,ASS002,1,2024-10-05
RESP03020,STU020,Q002-12,ASS002,0,2024-10-05
RESP03021,STU021,Q002-01,ASS002,1,2024-10-05
RESP03022,STU021,Q002-02,ASS002,1,2024-10-05
RESP03023,STU021,Q002-03,ASS002,1,2024-10-05
RESP03024,STU021,Q002-04,ASS002,1,2024-10-05
RESP03025,STU021,Q002-05,ASS002,0,2024-10-05
RESP03026,STU021,Q002-06,ASS002,1,2024-10-05
RESP03027,STU021,Q002-07,ASS002,1,2024-10-05
RESP03028,STU021,Q002-08,ASS002,1,2024-10-05
RESP03029,STU021,Q002-09,ASS002,1,2024-10-05
RESP03030,STU021,Q002-10,ASS002,0,2024-10-05
RESP03031,STU021,Q002-11,ASS002,1,2024-10-05
RESP03032,STU021,Q002-12,ASS002,1,2024-10-05
RESP03033,STU022,Q002-01,ASS002,1,2024-10-05
RESP03034,STU022,Q002-02,ASS002,1,2024-10-05
RESP03035,STU022,Q002-03,ASS002,1,2024-10-05
RESP03036,STU022,Q002-04,ASS002,1,2024-10-05
RESP03037,STU022,Q002-05,ASS002,1,2024-10-05
RESP03038,STU022,Q002-06,ASS002,1,2024-10-05
RESP03039,STU022,Q002-07,ASS002,1,2024-10-05
RESP03040,STU022,Q002-08,ASS002,1,2024-10-05
RESP03041,STU022,Q002-09,ASS002,1,2024-10-05
RESP03042,STU022,Q002-10,ASS002,1,2024-10-05
RESP03043,STU022,Q002-11,ASS002,1,2024-10-05
RESP03044,STU022,Q002-12,ASS002,1,2024-10-05
RESP03045,STU023,Q002-01,ASS002,0,2024-10-05
RESP03046,STU023,Q002-02,ASS002,1,2024-10-05
RESP03047,STU023,Q002-03,ASS002,1,2024-10-05
RESP03048,STU023,Q002-04,ASS002,1,2024-10-05
RESP03049,STU023,Q002-05,ASS002,1,2024-10-05
RESP03050,STU023,Q002-06,ASS002,1,2024-10-05
RESP03051,STU023,Q002-07,ASS002,0,2024-10-05
RESP03052,STU023,Q002-08,ASS002,1,2024-10-05
RESP03053,STU023,Q002-09,ASS002,1,2024-10-05
RESP03054,STU023,Q002-10,ASS002,0,2024-10-05
RESP03055,STU023,Q002-11,ASS002,0,2024-10-05
RESP03056,STU023,Q002-12,ASS002,0,2024-10-05
RESP03057,STU024,Q002-01,ASS002,1,2024-10-05
RESP03058,STU024,Q002-02,ASS002,1,2024-10-05
RESP03059,STU024,Q002-03,ASS002,1,2024-10-05
RESP03060,STU024,Q002-04,ASS002,1,2024-10-05
RESP03061,STU024,Q002-05,ASS002,1,2024-10-05
RESP03062,STU024,Q002-06,ASS002,1,2024-10-05
RESP03063,STU024,Q002-07,ASS002,1,2024-10-05
RESP03064,STU024,Q002-08,ASS002,1,2024-10-05
RESP03065,STU024,Q002-09,ASS002,1,2024-10-05
RESP03066,STU024,Q002-10,ASS002,1,2024-10-05
RESP03067,STU024,Q002-11,ASS002,1,2024-10-05
RESP03068,STU024,Q002-12,ASS002,1,2024-10-05
RESP03069,STU025,Q002-01,ASS002,1,2024-10-05
RESP03070,STU025,Q002-02,ASS002,1,2024-10-05
RESP03071,STU025,Q002-03,ASS002,1,2024-10-05
RESP03072,STU025,Q002-04,ASS002,1,2024-10-05
RESP03073,STU025,Q002-05,ASS002,0,2024-10-05
RESP03074,STU025,Q002-06,ASS002,1,2024-10-05
RESP03075,STU025,Q002-07,ASS002,1,2024-10-05
RESP03076,STU025,Q002-08,ASS002,1,2024-10-05
RESP03077,STU025,Q002-09,ASS002,1,2024-10-05
RESP03078,STU025,Q002-10,ASS002,1,2024-10-05
RESP03079,STU025,Q002-11,ASS002,0,2024-10-05
RESP03080,STU025,Q002-12,ASS002,1,2024-10-05
RESP03081,STU026,Q002-01,ASS002,0,2024-10-05
RESP03082,STU026,Q002-02,ASS002,0,2024-10-05
RESP03083,STU026,Q002-03,ASS002,1,2024-10-05
RESP03084,STU026,Q002-04,ASS002,0,2024-10-05
RESP03085,STU026,Q002-05,ASS002,1,2024-10-05
RESP03086,STU026,Q002-06,ASS002,1,2024-10-05
RESP03087,STU026,Q002-07,ASS002,1,2024-10-05
RESP03088,STU026,Q002-07,ASS002,1,2024-10-05
RESP03089,STU026,Q002-08,ASS002,1,2024-10-05
RESP03090,STU026,Q002-09,ASS002,1,2024-10-05
RESP03091,STU026,Q002-10,ASS002,1,2024-10-05
RESP03092,STU026,Q002-11,ASS002,0,2024-10-05
RESP03093,STU026,Q002-12,ASS002,0,2024-10-05
RESP03094,STU027,Q002-01,ASS002,0,2024-10-05
RESP03095,STU027,Q002-02,ASS002,0,2024-10-05
RESP03096,STU027,Q002-03,ASS002,1,2024-10-05
RESP03097,STU027,Q002-04,ASS002,1,2024-10-05
RESP03098,STU027,Q002-05,ASS002,1,2024-10-05
RESP03099,STU027,Q002-06,ASS002,1,2024-10-05
RESP03100,STU027,Q002-07,ASS002,1,2024-10-05
RESP03101,STU027,Q002-08,ASS002,1,2024-10-05
RESP03102,STU027,Q002-09,ASS002,1,2024-10-05
RESP03103,STU027,Q002-10,ASS002,1,2024-10-05
RESP03104,STU027,Q002-11,ASS002,1,2024-10-05
RESP03105,STU027,Q002-12,ASS002,0,2024-10-05
RESP03106,STU028,Q002-01,ASS002,1,2024-10-05
RESP03107,STU028,Q002-02,ASS002,1,2024-10-05
RESP03108,STU028,Q002-03,ASS002,1,2024-10-05
RESP03109,STU028,Q002-04,ASS002,1,2024-10-05
RESP03110,STU028,Q002-05,ASS002,1,2024-10-05
RESP03111,STU028,Q002-06,ASS002,1,2024-10-05
RESP03112,STU028,Q002-07,ASS002,0,2024-10-05
RESP03113,STU028,Q002-08,ASS002,1,2024-10-05
RESP03114,STU028,Q002-09,ASS002,0,2024-10-05
RESP03115,STU028,Q002-10,ASS002,0,2024-10-05
RESP03116,STU028,Q002-11,ASS002,1,2024-10-05
RESP03117,STU028,Q002-12,ASS002,0,2024-10-05
RESP03118,STU029,Q002-01,ASS002,0,2024-10-05
RESP03119,STU029,Q002-02,ASS002,0,2024-10-05
RESP03120,STU029,Q002-03,ASS002,1,2024-10-05
RESP03121,STU029,Q002-04,ASS002,0,2024-10-05
RESP03122,STU029,Q002-05,ASS002,1,2024-10-05
RESP03123,STU029,Q002-06,ASS002,1,2024-10-05
RESP03124,STU029,Q002-07,ASS002,1,2024-10-05
RESP03125,STU029,Q002-08,ASS002,0,2024-10-05
RESP03126,STU029,Q002-09,ASS002,1,2024-10-05
RESP03127,STU029,Q002-10,ASS002,1,2024-10-05
RESP03128,STU029,Q002-11,ASS002,1,2024-10-05
RESP03129,STU029,Q002-12,ASS002,1,2024-10-05
RESP03130,STU030,Q002-01,ASS002,1,2024-10-05
RESP03131,STU030,Q002-02,ASS002,1,2024-10-05
RESP03132,STU030,Q002-03,ASS002,1,2024-10-05
RESP03133,STU030,Q002-04,ASS002,1,2024-10-05
RESP03134,STU030,Q002-05,ASS002,1,2024-10-05
RESP03135,STU030,Q002-06,ASS002,1,2024-10-05
RESP03136,STU030,Q002-07,ASS002,1,2024-10-05
RESP03137,STU030,Q002-08,ASS002,1,2024-10-05
RESP03138,STU030,Q002-09,ASS002,1,2024-10-05
RESP03139,STU030,Q002-10,ASS002,1,2024-10-05
RESP03140,STU030,Q002-11,ASS002,1,2024-10-05
RESP03141,STU030,Q002-12,ASS002,1,2024-10-05
RESP03142,STU031,Q002-01,ASS002,1,2024-10-05
RESP03143,STU031,Q002-02,ASS002,1,2024-10-05
RESP03144,STU031,Q002-03,ASS002,1,2024-10-05
RESP03145,STU031,Q002-04,ASS002,0,2024-10-05
RESP03146,STU031,Q002-05,ASS002,1,2024-10-05
RESP03147,STU031,Q002-06,ASS002,1,2024-10-05
RESP03148,STU031,Q002-07,ASS002,1,2024-10-05
RESP03149,STU031,Q002-08,ASS002,1,2024-10-05
RESP03150,STU031,Q002-08,ASS002,1,2024-10-05
RESP03151,STU031,Q002-09,ASS002,1,2024-10-05
RESP03152,STU031,Q002-09,ASS002,1,2024-10-05
RESP03153,STU031,Q002-10,ASS002,0,2024-10-05
RESP03154,STU031,Q002-11,ASS002,1,2024-10-05
RESP03155,STU031,Q002-12,ASS002,1,2024-10-05
RESP03156,STU032,Q002-01,ASS002,1,2024-10-05
RESP03157,STU032,Q002-02,ASS002,1,2024-10-05
RESP03158,STU032,Q002-03,ASS002,1,2024-10-05
RESP03159,STU032,Q002-04,ASS002,1,2024-10-05
RESP03160,STU032,Q002-05,ASS002,1,2024-10-05
RESP03161,STU032,Q002-06,ASS002,1,2024-10-05
RESP03162,STU032,Q002-07,ASS002,1,2024-10-05
RESP03163,STU032,Q002-08,ASS002,1,2024-10-05
RESP03164,STU032,Q002-09,ASS002,1,2024-10-05
RESP03165,STU032,Q002-10,ASS002,1,2024-10-05
RESP03166,STU032,Q002-11,ASS002,1,2024-10-05
RESP03167,STU032,Q002-12,ASS002,1,2024-10-05
RESP03168,STU033,Q002-01,ASS002,1,2024-10-05
RESP03169,STU033,Q002-02,ASS002,1,2024-10-05
RESP03170,STU033,Q002-03,ASS002,1,2024-10-05
RESP03171,STU033,Q002-04,ASS002,0,2024-10-05
RESP03172,STU033,Q002-05,ASS002,1,2024-10-05
RESP03173,STU033,Q002-06,ASS002,1,2024-10-05
RESP03174,STU033,Q002-07,ASS002,1,2024-10-05
RESP03175,STU033,Q002-08,ASS002,1,2024-10-05
RESP03176,STU033,Q002-09,ASS002,1,2024-10-05
RESP03177,STU033,Q002-10,ASS002,1,2024-10-05
RESP03178,STU033,Q002-11,ASS002,1,2024-10-05
RESP03179,STU033,Q002-12,ASS002,1,2024-10-05
RESP03180,STU034,Q002-01,ASS002,1,2024-10-05
RESP03181,STU034,Q002-02,ASS002,1,2024-10-05
RESP03182,STU034,Q002-03,ASS002,1,2024-10-05
RESP03183,STU034,Q002-03,ASS002,1,2024-10-05
RESP03184,STU034,Q002-04,ASS002,1,2024-10-05
RESP03185,STU034,Q002-05,ASS002,1,2024-10-05
RESP03186,STU034,Q002-06,ASS002,1,2024-10-05
RESP03187,STU034,Q002-07,ASS002,1,2024-10-05
RESP03188,STU034,Q002-08,ASS002,1,2024-10-05
RESP03189,STU034,Q002-09,ASS002,1,2024-10-05
RESP03190,STU034,Q002-10,ASS002,1,2024-10-05
RESP03191,STU034,Q002-11,ASS002,0,2024-10-05
RESP03192,STU034,Q002-12,ASS002,0,2024-10-05
RESP03193,STU035,Q002-01,ASS002,1,2024-10-05
RESP03194,STU035,Q002-02,ASS002,1,2024-10-05
RESP03195,STU035,Q002-03,ASS002,1,2024-10-05
RESP03196,STU035,Q002-04,ASS002,0,2024-10-05
RESP03197,STU035,Q002-05,ASS002,0,2024-10-05
RESP03198,STU035,Q002-06,ASS002,1,2024-10-05
RESP03199,STU035,Q002-07,ASS002,0,2024-10-05
RESP03200,STU035,Q002-08,ASS002,0,2024-10-05
RESP03201,STU035,Q002-09,ASS002,1,2024-10-05
RESP03202,STU035,Q002-10,ASS002,0,2024-10-05
RESP03203,STU035,Q002-11,ASS002,0,2024-10-05
RESP03204,STU035,Q002-12,ASS002,0,2024-10-05
RESP03205,STU036,Q002-01,ASS002,1,2024-10-05
RESP03206,STU036,Q002-02,ASS002,0,2024-10-05
RESP03207,STU036,Q002-03,ASS002,1,2024-10-05
RESP03208,STU036,Q002-04,ASS002,0,2024-10-05
RESP03209,STU036,Q002-05,ASS002,1,2024-10-05
RESP03210,STU036,Q002-06,ASS002,1,2024-10-05
RESP03211,STU036,Q002-07,ASS002,1,2024-10-05
RESP03212,STU036,Q002-08,ASS002,1,2024-10-05
RESP03213,STU036,Q002-09,ASS002,1,2024-10-05
RESP03214,STU036,Q002-10,ASS002,1,2024-10-05
RESP03215,STU036,Q002-11,ASS002,1,2024-10-05
RESP03216,STU036,Q002-12,ASS002,1,2024-10-05
RESP03217,STU037,Q002-01,ASS002,1,2024-10-05
RESP03218,STU037,Q002-02,ASS002,1,2024-10-05
RESP03219,STU037,Q002-03,ASS002,1,2024-10-05
RESP03220,STU037,Q002-04,ASS002,1,2024-10-05
RESP03221,STU037,Q002-05,ASS002,1,2024-10-05
RESP03222,STU037,Q002-06,ASS002,0,2024-10-05
RESP03223,STU037,Q002-07,ASS002,1,2024-10-05
RESP03224,STU037,Q002-08,ASS002,1,2024-10-05
RESP03225,STU037,Q002-09,ASS002,1,2024-10-05
RESP03226,STU037,Q002-10,ASS002,1,2024-10-05
RESP03227,STU037,Q002-11,ASS002,1,2024-10-05
RESP03228,STU037,Q002-12,ASS002,1,2024-10-05
RESP03229,STU038,Q002-01,ASS002,1,2024-10-05
RESP03230,STU038,Q002-02,ASS002,0,2024-10-05
RESP03231,STU038,Q002-03,ASS002,1,2024-10-05
RESP03232,STU038,Q002-04,ASS002,1,2024-10-05
RESP03233,STU038,Q002-05,ASS002,1,2024-10-05
RESP03234,STU038,Q002-06,ASS002,0,2024-10-05
RESP03235,STU038,Q002-07,ASS002,0,2024-10-05
RESP03236,STU038,Q002-08,ASS002,1,2024-10-05
RESP03237,STU038,Q002-09,ASS002,1,2024-10-05
RESP03238,STU038,Q002-10,ASS002,0,2024-10-05
RESP03239,STU038,Q002-11,ASS002,0,2024-10-05
RESP03240,STU038,Q002-12,ASS002,0,2024-10-05
RESP03241,STU039,Q002-01,ASS002,1,2024-10-05
RESP03242,STU039,Q002-02,ASS002,1,2024-10-05
RESP03243,STU039,Q002-03,ASS002,1,2024-10-05
RESP03244,STU039,Q002-04,ASS002,0,2024-10-05
RESP03245,STU039,Q002-05,ASS002,1,2024-10-05
RESP03246,STU039,Q002-05,ASS002,1,2024-10-05
RESP03247,STU039,Q002-06,ASS002,1,2024-10-05
RESP03248,STU039,Q002-07,ASS002,1,2024-10-05
RESP03249,STU039,Q002-08,ASS002,1,2024-10-05
RESP03250,STU039,Q002-09,ASS002,1,2024-10-05
RESP03251,STU039,Q002-10,ASS002,1,2024-10-05
RESP03252,STU039,Q002-11,ASS002,1,2024-10-05
RESP03253,STU039,Q002-12,ASS002,1,2024-10-05
RESP03254,STU040,Q002-01,ASS002,0,2024-10-05
RESP03255,STU040,Q002-02,ASS002,0,2024-10-05
RESP03256,STU040,Q002-03,ASS002,1,2024-10-05
RESP03257,STU040,Q002-04,ASS002,0,2024-10-05
RESP03258,STU040,Q002-05,ASS002,1,2024-10-05
RESP03259,STU040,Q002-06,ASS002,1,2024-10-05
RESP03260,STU040,Q002-07,ASS002,0,2024-10-05
RESP03261,STU040,Q002-08,ASS002,0,2024-10-05
RESP03262,STU040,Q002-09,ASS002,1,2024-10-05
RESP03263,STU040,Q002-10,ASS002,0,2024-10-05
RESP03264,STU040,Q002-11,ASS002,1,2024-10-05
RESP03265,STU040,Q002-12,ASS002,0,2024-10-05
RESP03266,STU040,Q002-12,ASS002,0,2024-10-05
RESP03267,STU041,Q002-01,ASS002,1,2024-10-05
RESP03268,STU041,Q002-02,ASS002,1,2024-10-05
RESP03269,STU041,Q002-03,ASS002,1,2024-10-05
RESP03270,STU041,Q002-04,ASS002,1,2024-10-05
RESP03271,STU041,Q002-05,ASS002,1,2024-10-05
RESP03272,STU041,Q002-06,ASS002,1,2024-10-05
RESP03273,STU041,Q002-07,ASS002,1,2024-10-05
RESP03274,STU041,Q002-08,ASS002,1,2024-10-05
RESP03275,STU041,Q002-09,ASS002,1,2024-10-05
RESP03276,STU041,Q002-10,ASS002,1,2024-10-05
RESP03277,STU041,Q002-11,ASS002,0,2024-10-05
RESP03278,STU041,Q002-12,ASS002,1,2024-10-05
RESP03279,STU042,Q002-01,ASS002,1,2024-10-05
RESP03280,STU042,Q002-02,ASS002,1,2024-10-05
RESP03281,STU042,Q002-03,ASS002,1,2024-10-05
RESP03282,STU042,Q002-04,ASS002,1,2024-10-05
RESP03283,STU042,Q002-05,ASS002,1,2024-10-05
RESP03284,STU042,Q002-06,ASS002,1,2024-10-05
RESP03285,STU042,Q002-07,ASS002,0,2024-10-05
RESP03286,STU042,Q002-08,ASS002,1,2024-10-05
RESP03287,STU042,Q002-09,ASS002,1,2024-10-05
RESP03288,STU042,Q002-10,ASS002,1,2024-10-05
RESP03289,STU042,Q002-11,ASS002,0,2024-10-05
RESP03290,STU042,Q002-12,ASS002,1,2024-10-05
RESP03291,STU043,Q002-01,ASS002,1,2024-10-05
RESP03292,STU043,Q002-02,ASS002,1,2024-10-05
RESP03293,STU043,Q002-03,ASS002,1,2024-10-05
RESP03294,STU043,Q002-04,ASS002,1,2024-10-05
RESP03295,STU043,Q002-05,ASS002,1,2024-10-05
RESP03296,STU043,Q002-06,ASS002,1,2024-10-05
RESP03297,STU043,Q002-07,ASS002,1,2024-10-05
RESP03298,STU043,Q002-08,ASS002,1,2024-10-05
RESP03299,STU043,Q002-09,ASS002,1,2024-10-05
RESP03300,STU043,Q002-09,ASS002,1,2024-10-05
RESP03301,STU043,Q002-10,ASS002,1,2024-10-05
RESP03302,STU043,Q002-11,ASS002,0,2024-10-05
RESP03303,STU043,Q002-12,ASS002,1,2024-10-05
RESP03304,STU044,Q002-01,ASS002,0,2024-10-05
RESP03305,STU044,Q002-02,ASS002,1,2024-10-05
RESP03306,STU044,Q002-03,ASS002,1,2024-10-05
RESP03307,STU044,Q002-04,ASS002,0,2024-10-05
RESP03308,STU044,Q002-05,ASS002,1,2024-10-05
RESP03309,STU044,Q002-06,ASS002,0,2024-10-05
RESP03310,STU044,Q002-07,ASS002,0,2024-10-05
RESP03311,STU044,Q002-08,ASS002,1,2024-10-05
RESP03312,STU044,Q002-09,ASS002,1,2024-10-05
RESP03313,STU044,Q002-10,ASS002,0,2024-10-05
RESP03314,STU044,Q002-11,ASS002,1,2024-10-05
RESP03315,STU044,Q002-12,ASS002,0,2024-10-05
RESP03316,STU045,Q002-01,ASS002,1,2024-10-05
RESP03317,STU045,Q002-02,ASS002,1,2024-10-05
RESP03318,STU045,Q002-03,ASS002,0,2024-10-05
RESP03319,STU045,Q002-04,ASS002,0,2024-10-05
RESP03320,STU045,Q002-05,ASS002,1,2024-10-05
RESP03321,STU045,Q002-06,ASS002,1,2024-10-05
RESP03322,STU045,Q002-07,ASS002,0,2024-10-05
RESP03323,STU045,Q002-08,ASS002,0,2024-10-05
RESP03324,STU045,Q002-09,ASS002,1,2024-10-05
RESP03325,STU045,Q002-10,ASS002,1,2024-10-05
RESP03326,STU045,Q002-11,ASS002,0,2024-10-05
RESP03327,STU045,Q002-12,ASS002,1,2024-10-05
RESP03328,STU046,Q002-01,ASS002,1,2024-10-05
RESP03329,STU046,Q002-02,ASS002,1,2024-10-05
RESP03330,STU046,Q002-03,ASS002,1,2024-10-05
RESP03331,STU046,Q002-04,ASS002,0,2024-10-05
RESP03332,STU046,Q002-05,ASS002,1,2024-10-05
RESP03333,STU046,Q002-06,ASS002,0,2024-10-05
RESP03334,STU046,Q002-07,ASS002,1,2024-10-05
RESP03335,STU046,Q002-08,ASS002,1,2024-10-05
RESP03336,STU046,Q002-09,ASS002,1,2024-10-05
RESP03337,STU046,Q002-10,ASS002,1,2024-10-05
RESP03338,STU046,Q002-11,ASS002,0,2024-10-05
RESP03339,STU046,Q002-12,ASS002,0,2024-10-05
RESP03340,STU047,Q002-01,ASS002,0,2024-10-05
RESP03341,STU047,Q002-02,ASS002,1,2024-10-05
RESP03342,STU047,Q002-03,ASS002,1,2024-10-05
RESP03343,STU047,Q002-04,ASS002,1,2024-10-05
RESP03344,STU047,Q002-05,ASS002,0,2024-10-05
RESP03345,STU047,Q002-06,ASS002,0,2024-10-05
RESP03346,STU047,Q002-07,ASS002,1,2024-10-05
RESP03347,STU047,Q002-08,ASS002,1,2024-10-05
RESP03348,STU047,Q002-09,ASS002,1,2024-10-05
RESP03349,STU047,Q002-10,ASS002,1,2024-10-05
RESP03350,STU047,Q002-11,ASS002,0,2024-10-05
RESP03351,STU047,Q002-12,ASS002,0,2024-10-05
RESP03352,STU048,Q002-01,ASS002,1,2024-10-05
RESP03353,STU048,Q002-02,ASS002,1,2024-10-05
RESP03354,STU048,Q002-03,ASS002,1,2024-10-05
RESP03355,STU048,Q002-04,ASS002,1,2024-10-05
RESP03356,STU048,Q002-05,ASS002,1,2024-10-05
RESP03357,STU048,Q002-06,ASS002,1,2024-10-05
RESP03358,STU048,Q002-07,ASS002,1,2024-10-05
RESP03359,STU048,Q002-08,ASS002,0,2024-10-05
RESP03360,STU048,Q002-09,ASS002,1,2024-10-05
RESP03361,STU048,Q002-10,ASS002,1,2024-10-05
RESP03362,STU048,Q002-11,ASS002,1,2024-10-05
RESP03363,STU048,Q002-12,ASS002,1,2024-10-05
RESP03364,STU049,Q002-01,ASS002,1,2024-10-05
RESP03365,STU049,Q002-02,ASS002,0,2024-10-05
RESP03366,STU049,Q002-03,ASS002,1,2024-10-05
RESP03367,STU049,Q002-04,ASS002,0,2024-10-05
RESP03368,STU049,Q002-05,ASS002,0,2024-10-05
RESP03369,STU049,Q002-06,ASS002,1,2024-10-05
RESP03370,STU049,Q002-07,ASS002,0,2024-10-05
RESP03371,STU049,Q002-08,ASS002,1,2024-10-05
RESP03372,STU049,Q002-09,ASS002,1,2024-10-05
RESP03373,STU049,Q002-10,ASS002,1,2024-10-05
RESP03374,STU049,Q002-10,ASS002,1,2024-10-05
RESP03375,STU049,Q002-11,ASS002,1,2024-10-05
RESP03376,STU049,Q002-12,ASS002,1,2024-10-05
RESP03377,STU050,Q002-01,ASS002,1,2024-10-05
RESP03378,STU050,Q002-02,ASS002,1,2024-10-05
RESP03379,STU050,Q002-03,ASS002,0,2024-10-05
RESP03380,STU050,Q002-04,ASS002,1,2024-10-05
RESP03381,STU050,Q002-05,ASS002,1,2024-10-05
RESP03382,STU050,Q002-06,ASS002,1,2024-10-05
RESP03383,STU050,Q002-07,ASS002,0,2024-10-05
RESP03384,STU050,Q002-08,ASS002,1,2024-10-05
RESP03385,STU050,Q002-09,ASS002,1,2024-10-05
RESP03386,STU050,Q002-10,ASS002,0,2024-10-05
RESP03387,STU050,Q002-11,ASS002,0,2024-10-05
RESP03388,STU050,Q002-12,ASS002,1,2024-10-05
RESP03389,STU051,Q002-01,ASS002,0,2024-10-05
RESP03390,STU051,Q002-02,ASS002,1,2024-10-05
RESP03391,STU051,Q002-03,ASS002,1,2024-10-05
RESP03392,STU051,Q002-04,ASS002,1,2024-10-05
