loan_id,loan_grade,loan_subgrade,grade_mismatch_flag,loan_purpose,loan_term_months,loan_amount,loan_amount_clean,loan_amount_flag,interest_rate,interest_rate_clean,interest_rate_flag,installment,issue_date,first_payment_date,date_sequence_flag,loan_status,total_payment,principal_received,interest_received,charged_off_amount,credit_score_clean,credit_score_flag,credit_score,dti,dti_clean,dti_flag,annual_income,employment_length,employment_length_clean,home_ownership,addr_state,state_name,state_flag
LN003264,A,A5,OK,renewable_energy,36,24500,24500,OK,6.15,6.15,OK,747,5/9/2023,6/11/2023,OK,Charged Off,1976.41,1383.49,592.92,23116.51,654,OK,654,12.56,12.56,OK,194600,7 years,7 years,RENT,CA,California,OK
LN000228,A,A1,OK,educational,60,38300,38300,OK,7.66,7.66,OK,770.37,7/22/2023,8/26/2023,OK,Fully Paid,45685.44,38300,7385.44,0,,BELOW_MIN,102,7.71,7.71,OK,130100,9 years,9 years,MORTGAGE,AR,Arkansas,OK
LN000556,E,E2,OK,educational,36,4800,4800,OK,26.63,26.63,OK,195.01,10/19/2022,11/19/2022,OK,Fully Paid,6967.23,4800,2167.23,0,740,OK,740,30.01,30.01,OK,36400,5 years,5 years,MORTGAGE,PA,Pennsylvania,OK
LN001704,F,F2,OK,educational,60,,,FLAGGED,29.12,29.12,OK,50.9,11/2/2022,11/30/2022,OK,Fully Paid,2999.54,1600,1399.54,0,708,OK,708,22.27,22.27,OK,162300,10+ years,10+ years,MORTGAGE,MI,Michigan,OK
LN002722,C,C5,OK,credit_card,60,27500,27500,OK,15.96,15.96,OK,668.16,3/27/2021,4/24/2021,OK,Fully Paid,39463.41,27500,11963.41,0,752,OK,752,24.88,24.88,OK,153500,4 years,4 years,MORTGAGE,IN,Indiana,OK
LN003157,C,C3,OK,small_business,36,1800,1800,OK,14.04,14.04,OK,61.55,7/25/2021,8/25/2021,OK,Fully Paid,2260.07,1800,460.07,0,686,OK,686,5.86,5.86,OK,104600,2 years,2 years,OWN,HI,Hawaii,OK
LN002688,D,D1,OK,medical,60,18600,18600,OK,20.26,20.26,OK,495.48,2/2/2021,1/24/2021,DATE_SEQUENCE_ERROR,Charged Off,8678.45,6074.91,2603.54,12525.09,772,OK,772,39.81,39.81,OK,100900,4 years,4 years,RENT,IL,Illinois,OK
LN001942,A,A4,OK,vacation,36,29400,29400,OK,5.77,5.77,OK,891.34,4/22/2023,5/26/2023,OK,Current,25848.86,16801.76,9047.1,0,793,OK,793,36.99,36.99,OK,180600,7 years,7 years,RENT,HI,Hawaii,OK
LN002402,A,A1,OK,wedding,60,9100,9100,OK,6.23,6.23,OK,176.9,2/12/2023,3/14/2023,OK,Default,1945.9,1362.13,583.77,0,748,OK,748,20.32,20.32,OK,51500,1 year,1 year,OWN,AK,Alaska,OK
LN000632,C,C3,OK,credit_card,36,30400,30400,OK,13.32,13.32,OK,1028.99,7/28/2022,8/27/2022,OK,Fully Paid,36683.22,30400,6283.22,0,772,OK,772,6.4,6.4,OK,76000,5 years,5 years,RENT,OH,Ohio,OK
LN002061,D,D1,OK,wedding,36,10900,10900,OK,19.08,19.08,OK,399.99,8/27/2022,9/29/2022,OK,Fully Paid,14336.8,10900,3436.8,0,662,OK,662,38.17,38.17,OK,140400,3 years,3 years,RENT,GA,Georgia,OK
LN001207,E,E3,OK,credit_card,60,8900,8900,OK,22.62,22.62,OK,248.96,1/7/2022,2/11/2022,OK,Late (31-120 Days),1742.72,1219.9,522.82,0,611,OK,611,19.47,19.47,OK,91300,5 years,5 years,MORTGAGE,LA,Louisiana,OK
LN000163,C,C3,OK,debt_consolidation,36,36700,36700,OK,15.2,15.2,OK,1275.81,9/8/2021,10/8/2021,OK,Fully Paid,45187.52,36700,8487.52,0,618,OK,618,14.64,14.64,OK,240600,3 years,3 years,RENT,MT,Montana,OK
LN000220,E,E4,OK,educational,36,28800,28800,OK,26.02,26.02,OK,1160.68,11/21/2021,12/24/2021,OK,Late (31-120 Days),10446.12,7312.28,3133.84,0,662,OK,662,20.54,20.54,OK,98600,< 1 year,< 1 year,MORTGAGE,AK,Alaska,OK
LN001973,E,E2,OK,major_purchase,36,38200,38200,OK,25.05,25.05,OK,1519.84,3/5/2023,4/9/2023,OK,Current,10638.88,6915.27,3723.61,0,757,OK,757,15.72,15.72,OK,34100,,MISSING,MORTGAGE,TX,Texas,OK
LN001033,B,B5,OK,debt_consolidation,60,5600,5600,OK,10.5,10.5,OK,120.37,12/25/2022,1/26/2023,OK,Current,1203.7,782.41,421.3,0,604,OK,604,14.85,14.85,OK,191400,2 years,2 years,OWN,HI,Hawaii,OK
LN002167,C,C4,OK,wedding,60,27500,27500,OK,15.1,15.1,OK,655.67,6/5/2022,7/10/2022,OK,Charged Off,9569.09,6698.36,2870.73,20801.64,698,OK,698,42.63,42.63,OK,160400,3 years,3 years,RENT,KY,Kentucky,OK
LN002127,G,G1,OK,vacation,60,36500,36500,OK,32.84,32.84,OK,1245.35,1/19/2021,2/23/2021,OK,Current,11208.15,7285.3,3922.85,0,786,OK,786,32.47,32.47,OK,215800,5 years,5 years,RENT,UT,Utah,OK
LN001504,E,E5,OK,debt_consolidation,60,24900,24900,OK,23,23,OK,701.94,10/27/2022,11/30/2022,OK,Fully Paid,41320.38,24900,16420.38,0,756,OK,756,25.48,25.48,OK,217500,,MISSING,RENT,IL,Illinois,OK
LN000548,D,D2,OK,educational,36,15300,15300,OK,21.39,21.39,OK,579.5,3/10/2022,4/10/2022,OK,Current,13328.5,8663.52,4664.97,0,806,OK,806,32.28,32.28,OK,165300,7 years,7 years,OTHER,VA,Virginia,OK
LN002743,B,B3,OK,vacation,36,9000,9000,OK,10.68,10.68,OK,293.29,6/24/2022,7/27/2022,OK,Fully Paid,10515.56,9000,1515.56,0,706,OK,706,40.58,40.58,OK,134300,3 years,3 years,RENT,IL,Illinois,OK
LN002987,G,G3,OK,debt_consolidation,60,7200,7200,OK,32.83,32.83,OK,245.61,9/30/2021,10/29/2021,OK,Current,10561.23,6864.8,3696.43,0,648,OK,648,8.51,8.51,OK,35000,4 years,4 years,RENT,ME,Maine,OK
LN001833,A,A4,OK,wedding,36,36000,36000,OK,7.06,7.06,OK,1112.56,10/22/2023,11/22/2023,OK,Current,37827.04,24587.58,13239.46,0,738,OK,738,39.34,39.34,OK,160400,2 years,2 years,MORTGAGE,WA,Washington,OK
LN000569,E,E2,OK,moving,36,20100,20100,OK,23.93,23.93,OK,787.84,11/27/2022,12/31/2022,OK,Default,3151.36,2205.95,945.41,0,815,OK,815,6.85,6.85,OK,102400,10+ years,10+ years,RENT,GA,Georgia,OK
LN000872,D,D4,OK,renewable_energy,36,26900,26900,OK,19.42,19.42,OK,991.77,5/18/2023,6/19/2023,OK,Default,4958.85,3471.2,1487.65,0,,NULL,,39.69,39.69,OK,126900,3 years,3 years,MORTGAGE,NC,North Carolina,OK
LN002543,F,F4,OK,car,36,35900,35900,OK,28.49,28.49,OK,1494.47,4/28/2022,5/29/2022,OK,Current,16439.17,10685.46,5753.71,0,735,OK,735,15.65,15.65,OK,214500,8 years,8 years,MORTGAGE,CA,California,OK
LN001090,A,A5,OK,car,60,15700,15700,OK,5.81,5.81,OK,302.14,6/16/2021,7/15/2021,OK,Current,5740.66,3731.43,2009.23,0,745,OK,745,29.21,29.21,OK,25500,10+ years,10+ years,OWN,IL,Illinois,OK
LN002482,D,D4,OK,medical,36,16000,16000,OK,21.56,21.56,OK,607.41,8/13/2022,8/10/2022,DATE_SEQUENCE_ERROR,Fully Paid,22044.97,16000,6044.97,0,701,OK,701,24.69,24.69,OK,222600,3 years,3 years,MORTGAGE,LA,Louisiana,OK
LN000612,A,A5,OK,debt_consolidation,36,27600,27600,OK,7.96,7.96,OK,864.37,12/1/2021,1/2/2022,OK,Late (31-120 Days),6914.96,4840.47,2074.49,0,773,OK,773,18.48,18.48,OK,200900,3 years,3 years,MORTGAGE,MI,Michigan,OK
LN002440,D,D5,OK,wedding,60,31300,31300,OK,17.89,17.89,OK,792.94,11/16/2021,12/20/2021,OK,Current,40439.94,26285.96,14153.98,0,761,OK,761,33.53,33.53,OK,155600,7 years,7 years,RENT,TX,Texas,OK
LN001908,B,B4,OK,moving,36,2200,2200,OK,9.43,9.43,OK,70.4,9/10/2022,10/10/2022,OK,Fully Paid,2571.56,2200,371.56,0,687,OK,687,23.69,23.69,OK,57900,3 years,3 years,OWN,IL,Illinois,OK
LN003299,E,E5,OK,small_business,60,38800,38800,OK,23.91,23.91,OK,1114.17,3/1/2021,4/4/2021,OK,Fully Paid,65607.86,38800,26807.86,0,631,OK,631,21.97,21.97,OK,134200,2 years,2 years,RENT,WY,Wyoming,OK
LN001318,C,C3,OK,credit_card,60,21000,21000,OK,13.15,13.15,OK,479.43,7/13/2023,8/11/2023,OK,Current,7191.45,4674.44,2517.01,0,820,OK,820,9.74,9.74,OK,224400,< 1 year,< 1 year,RENT,MT,Montana,OK
LN000743,E,E5,OK,moving,36,32700,32700,OK,24.94,24.94,OK,1299.11,12/27/2021,1/28/2022,OK,Fully Paid,47413.56,32700,14713.56,0,612,OK,612,21.12,21.12,OK,27400,5 years,5 years,MORTGAGE,ND,North Dakota,OK
LN003231,F,F2,OK,small_business,36,15600,15600,OK,30.8,30.8,OK,669.1,12/10/2022,1/8/2023,OK,Fully Paid,23620.75,15600,8020.75,0,628,OK,628,40.2,40.2,OK,126700,3 years,3 years,OWN,VT,Vermont,OK
LN003415,B,B4,OK,renewable_energy,36,26400,26400,OK,-10.35,,NEGATIVE_RATE,856.2,3/3/2023,4/4/2023,OK,Fully Paid,30281.26,26400,3881.26,0,767,OK,767,24.49,24.49,OK,131600,9 years,9 years,MORTGAGE,HI,Hawaii,OK
LN001827,C,C4,OK,renewable_energy,36,22300,22300,OK,15.83,15.83,OK,782.13,8/24/2023,9/24/2023,OK,Charged Off,5918.43,4142.9,1775.53,18157.1,656,OK,656,25.7,25.7,OK,123400,1 year,1 year,MORTGAGE,NJ,New Jersey,OK
LN000582,B,B1,OK,home_improvement,36,25400,25400,OK,11.1,11.1,OK,832.77,7/21/2023,8/24/2023,OK,Default,3331.08,2331.76,999.32,0,613,OK,613,39.82,39.82,OK,151800,4 years,4 years,MORTGAGE,NM,New Mexico,OK
LN003258,B,B4,OK,wedding,36,7900,7900,OK,10.55,10.55,OK,256.96,2/14/2023,2/13/2023,DATE_SEQUENCE_ERROR,Fully Paid,9067.79,7900,1167.79,0,789,OK,789,9.73,9.73,OK,152500,4 years,4 years,RENT,WV,West Virginia,OK
LN001886,A,A2,OK,medical,36,37400,37400,OK,6.14,6.14,OK,1140.15,5/9/2021,6/12/2021,OK,Charged Off,17819.31,12473.52,5345.79,24926.48,725,OK,725,18.88,18.88,OK,119900,5 years,5 years,RENT,KY,Kentucky,OK
LN001004,A,A1,OK,major_purchase,36,33000,33000,OK,5.44,5.44,OK,995.57,12/6/2023,12/1/2023,DATE_SEQUENCE_ERROR,Charged Off,16751.04,11725.73,5025.31,21274.27,620,OK,620,39.04,39.04,OK,82100,,MISSING,MORTGAGE,VT,Vermont,OK
LN000074,B,B3,OK,wedding,36,33600,33600,OK,11.79,11.79,OK,1112.63,12/11/2021,1/9/2022,OK,Current,36716.79,23865.91,12850.88,0,586,OK,586,29.78,29.78,OK,159300,10+ years,10+ years,RENT,CA,California,OK
LN000049,B,B3,OK,home_improvement,36,37200,37200,OK,10.37,10.37,OK,1206.81,11/27/2022,12/29/2022,OK,Fully Paid,42671.01,37200,5471.01,0,654,OK,654,32.9,32.9,OK,76700,7 years,7 years,MORTGAGE,CT,Connecticut,OK
LN001887,A,A1,OK,renewable_energy,60,39600,39600,OK,5.58,5.58,OK,757.87,9/30/2023,10/28/2023,OK,Current,40167.11,26108.62,14058.49,0,639,OK,639,36.34,36.34,OK,150100,1 year,1 year,MORTGAGE,GA,Georgia,OK
LN001095,E,E4,OK,moving,36,24200,24200,OK,24.07,24.07,OK,950.32,4/16/2021,5/17/2021,OK,Charged Off,10373.02,7261.11,3111.91,16938.89,650,OK,650,38.58,38.58,OK,184900,3 years,3 years,OWN,NH,New Hampshire,OK
LN001502,D,D5,OK,debt_consolidation,60,14200,14200,OK,17.49,17.49,OK,356.66,11/9/2023,12/11/2023,OK,Current,15336.38,9968.65,5367.73,0,699,OK,699,37.86,37.86,OK,159600,10+ years,10+ years,MORTGAGE,SD,South Dakota,OK
LN003208,E,E1,OK,wedding,60,37600,37600,OK,25.28,25.28,OK,1109.79,1/10/2021,2/10/2021,OK,Current,36623.07,23805,12818.07,0,715,OK,715,16.29,16.29,OK,189700,3 years,3 years,RENT,AZ,Arizona,OK
LN003042,F,F4,OK,medical,36,36800,36800,OK,27.51,27.51,OK,1512.45,10/19/2022,11/19/2022,OK,Late (31-120 Days),10587.15,7411,3176.14,0,733,OK,733,13.33,13.33,OK,216500,7 years,7 years,MORTGAGE,UT,Utah,OK
LN000757,E,E5,OK,major_purchase,36,29600,29600,OK,26.34,26.34,OK,1197.97,8/17/2022,9/15/2022,OK,Charged Off,11662.66,8163.86,3498.8,21436.14,803,OK,803,7.83,7.83,OK,57000,1 year,1 year,OWN,CT,Connecticut,OK
LN001075,B,B5,OK,renewable_energy,36,36000,36000,OK,10,10,OK,1161.62,2/7/2023,3/12/2023,OK,Current,38333.46,24916.75,13416.71,0,585,OK,585,8.98,8.98,OK,130700,2 years,2 years,RENT,KY,Kentucky,OK
LN002474,C,C5,OK,credit_card,60,25300,25300,OK,12.73,12.73,OK,572.16,11/24/2022,12/25/2022,OK,Fully Paid,34883.72,25300,9583.72,0,697,OK,697,15.83,15.83,OK,88300,4 years,4 years,RENT,UT,Utah,OK
LN000979,E,E2,OK,major_purchase,36,25200,25200,OK,22.78,22.78,OK,972.6,11/29/2021,1/3/2022,OK,Fully Paid,34658.02,25200,9458.02,0,663,OK,663,32.53,32.53,OK,153000,7 years,7 years,MORTGAGE,NM,New Mexico,OK
LN002450,E,E5,OK,medical,36,16700,16700,OK,25.54,25.54,OK,668.77,4/28/2023,5/31/2023,OK,Current,6687.7,4347.01,2340.69,0,598,OK,598,41.13,41.13,OK,205700,8 years,8 years,MORTGAGE,NV,Nevada,OK
LN002542,B,B3,OK,vacation,36,23400,23400,OK,8.95,8.95,OK,743.57,7/28/2023,8/30/2023,OK,Charged Off,4068.86,2848.2,1220.66,20551.8,662,OK,662,17.4,17.4,OK,68700,3 years,3 years,MORTGAGE,ID,Idaho,OK
LN001456,B,B3,OK,small_business,60,3000,3000,OK,11.73,11.73,OK,66.32,12/19/2023,1/17/2024,OK,Current,862.16,560.4,301.76,0,800,OK,800,39.8,39.8,OK,59800,6 years,6 years,MORTGAGE,MN,Minnesota,OK
LN002762,C,C2,OK,small_business,36,11500,11500,OK,14.95,14.95,OK,398.37,9/18/2021,10/21/2021,OK,Default,4382.07,3067.45,1314.62,0,700,OK,700,38.4,38.4,OK,38400,2 years,2 years,MORTGAGE,FL,Florida,OK
LN001408,B,B2,OK,wedding,36,23200,23200,OK,10.7,10.7,OK,756.25,10/15/2022,11/12/2022,OK,Current,16637.5,10814.38,5823.12,0,806,OK,806,10.46,10.46,OK,34200,5 years,5 years,MORTGAGE,GA,Georgia,OK
LN002355,A,A3,OK,educational,36,30200,30200,OK,5.41,5.41,OK,910.69,4/25/2022,5/27/2022,OK,Fully Paid,33062.65,30200,2862.65,0,590,OK,590,14.49,14.49,OK,161100,< 1 year,< 1 year,MORTGAGE,NE,Nebraska,OK
LN000573,A,A4,OK,moving,36,30800,30800,OK,-5.12,,NEGATIVE_RATE,924.76,3/14/2023,4/16/2023,OK,Charged Off,9460.31,6622.22,2838.09,24177.78,684,OK,684,19.7,19.7,OK,228700,3 years,3 years,RENT,ID,Idaho,OK
LN001964,B,B2,OK,moving,36,20000,20000,OK,9.72,9.72,OK,642.72,11/23/2021,12/21/2021,OK,Current,16068,10444.2,5623.8,0,704,OK,704,34.87,34.87,OK,148400,10+ years,10+ years,RENT,NC,North Carolina,OK
LN001450,F,F3,OK,renewable_energy,36,14800,14800,OK,29.31,29.31,OK,622.7,11/18/2021,12/19/2021,OK,Charged Off,7205.17,5043.62,2161.55,9756.38,817,OK,817,5.86,5.86,OK,193600,6 years,6 years,RENT,NY,New York,OK
LN002866,E,E5,OK,educational,36,15400,15400,OK,23.37,23.37,OK,599.1,5/31/2021,7/1/2021,OK,Fully Paid,21789.63,15400,6389.63,0,752,OK,752,21.82,21.82,OK,197200,3 years,3 years,RENT,CO,Colorado,OK
LN002507,E,E4,OK,vacation,36,2700,2700,OK,24.49,24.49,OK,106.62,5/10/2022,6/13/2022,OK,Charged Off,1227.63,859.34,368.29,1840.66,801,OK,801,42.44,42.44,OK,172400,5 years,5 years,OWN,SC,South Carolina,OK
LN002197,B,B5,OK,major_purchase,36,4100,4100,OK,10.98,10.98,OK,134.19,1/8/2022,2/9/2022,OK,Late (31-120 Days),1073.52,751.46,322.06,0,735,OK,735,41.52,41.52,OK,61200,1 year,1 year,MORTGAGE,KS,Kansas,OK
LN002290,D,D3,OK,debt_consolidation,36,19600,19600,OK,21.11,21.11,OK,739.54,8/25/2022,9/29/2022,OK,Default,2958.16,2070.71,887.45,0,602,OK,602,33.67,33.67,OK,85400,3 years,3 years,RENT,IL,Illinois,OK
LN001205,D,D3,OK,major_purchase,60,4300,4300,OK,21.05,21.05,OK,116.45,3/9/2022,4/6/2022,OK,Current,1863.2,1211.08,652.12,0,,NULL,,31.68,31.68,OK,166400,1 year,1 year,MORTGAGE,NY,New York,OK
LN003116,E,E4,OK,car,36,29400,29400,OK,26.17,26.17,OK,1187.21,6/12/2021,7/16/2021,OK,Fully Paid,43421.62,29400,14021.62,0,722,OK,722,15.46,15.46,OK,169500,< 1 year,< 1 year,MORTGAGE,TN,Tennessee,OK
LN001407,G,G4,OK,moving,36,9700,9700,OK,34.45,34.45,OK,435.78,9/18/2023,10/21/2023,OK,Charged Off,987.56,691.29,296.27,9008.71,662,OK,662,22.93,22.93,OK,151100,6 years,6 years,MORTGAGE,HI,Hawaii,OK
LN002132,F,F2,OK,debt_consolidation,36,6800,6800,OK,29.38,29.38,OK,286.37,4/28/2021,5/27/2021,OK,Fully Paid,10504.94,6800,3704.94,0,647,OK,647,42.48,42.48,OK,172600,6 years,6 years,MORTGAGE,MT,Montana,OK
LN002759,B,B3,OK,major_purchase,36,7000,7000,OK,10.26,10.26,OK,226.73,3/7/2023,4/4/2023,OK,Current,7935.55,5158.11,2777.44,0,631,OK,631,28.06,28.06,OK,152900,10+ years,10+ years,RENT,IA,Iowa,OK
LN002207,D,D1,OK,major_purchase,60,36300,36300,OK,20.78,20.78,OK,977.55,10/27/2023,11/24/2023,OK,Default,9775.5,6842.85,2932.65,0,736,OK,736,20.16,20.16,OK,109200,< 1 year,< 1 year,RENT,NJ,New Jersey,OK
LN001752,D,D3,OK,credit_card,60,18500,18500,OK,18.23,18.23,OK,472.1,12/26/2022,1/29/2023,OK,Current,10858.3,7057.89,3800.4,0,716,OK,716,18.52,18.52,OK,212800,3 years,3 years,MORTGAGE,AK,Alaska,OK
LN003319,A,A1,OK,major_purchase,36,10100,10100,OK,5.16,5.16,OK,303.43,6/20/2022,7/20/2022,OK,Current,9102.9,5916.89,3186.01,0,678,OK,678,8.36,8.36,OK,183600,7 years,7 years,RENT,NH,New Hampshire,OK
LN000260,D,D1,OK,small_business,36,6400,6400,OK,19.49,19.49,OK,236.19,10/18/2023,11/18/2023,OK,Current,3542.85,2302.85,1240,0,671,OK,671,33.14,33.14,OK,145900,,MISSING,OWN,IN,Indiana,OK
LN001601,C,C1,OK,renewable_energy,60,19900,19900,OK,14.11,14.11,OK,464.17,10/28/2023,11/27/2023,OK,Current,3713.36,2413.68,1299.68,0,701,OK,701,31.36,31.36,OK,125700,7 years,7 years,RENT,SC,South Carolina,OK
LN001832,G,G1,OK,major_purchase,36,7700,7700,OK,-34.76,,NEGATIVE_RATE,347.27,6/26/2022,7/24/2022,OK,Fully Paid,12423.46,7700,4723.46,0,748,OK,748,12.4,12.4,OK,63500,3 years,3 years,RENT,CA,California,OK
LN003245,B,B3,OK,educational,36,35200,35200,OK,11.15,11.15,OK,1154.9,9/12/2023,10/14/2023,OK,Fully Paid,41523.21,35200,6323.21,0,663,OK,663,30.09,30.09,OK,89200,7 years,7 years,RENT,RI,Rhode Island,OK
LN000813,A,A4,OK,home_improvement,36,,,FLAGGED,7.98,7.98,OK,137.84,7/26/2021,8/23/2021,OK,Fully Paid,4900.25,4400,500.25,0,757,OK,757,8.75,8.75,OK,212800,3 years,3 years,RENT,NJ,New Jersey,OK
LN002592,C,C4,OK,renewable_energy,36,37500,37500,OK,14.93,14.93,OK,1298.66,11/19/2022,12/21/2022,OK,Current,27271.86,17726.71,9545.15,0,716,OK,716,16.44,16.44,OK,80400,7 years,7 years,RENT,OK,Oklahoma,OK
LN002118,E,E1,OK,major_purchase,60,9500,9500,OK,-23.32,,NEGATIVE_RATE,269.56,11/6/2022,12/7/2022,OK,Fully Paid,16309.02,9500,6809.02,0,732,OK,732,36.07,36.07,OK,49800,< 1 year,< 1 year,OWN,LA,Louisiana,OK
LN001547,B,B5,OK,credit_card,36,38600,38600,OK,11.75,11.75,OK,1277.47,7/21/2023,8/18/2023,OK,Fully Paid,46067.53,38600,7467.53,0,706,OK,706,6.66,6.66,OK,226800,7 years,7 years,MORTGAGE,IL,Illinois,OK
LN001624,B,B4,OK,small_business,60,14100,14100,OK,11.34,11.34,OK,308.96,11/22/2021,12/22/2021,OK,Fully Paid,18378.79,14100,4278.79,0,722,OK,722,43.51,43.51,OK,140300,7 years,7 years,MORTGAGE,IA,Iowa,OK
LN003428,G,G4,OK,major_purchase,36,20200,20200,OK,33.89,33.89,OK,901.12,3/19/2023,4/18/2023,OK,Late (31-120 Days),6307.84,4415.49,1892.35,0,587,OK,587,18.49,18.49,OK,201200,4 years,4 years,RENT,LA,Louisiana,OK
LN001974,A,A1,OK,vacation,60,12600,12600,OK,7.41,7.41,OK,251.94,5/4/2021,6/7/2021,OK,Current,9573.72,6222.92,3350.8,0,788,OK,788,11.13,11.13,OK,35300,5 years,5 years,OTHER,MI,Michigan,OK
LN002802,C,C2,OK,medical,60,30500,30500,OK,16.08,16.08,OK,743,10/17/2021,11/16/2021,OK,Fully Paid,45231.42,30500,14731.42,0,757,OK,757,22.22,22.22,OK,94700,5 years,5 years,MORTGAGE,CA,California,OK
LN003266,A,A5,OK,small_business,60,32800,32800,OK,6.1,6.1,OK,635.64,1/6/2023,2/10/2023,OK,Charged Off,7430.78,5201.55,2229.23,27598.45,724,OK,724,39.84,39.84,OK,63500,7 years,7 years,OWN,CO,Colorado,OK
LN002620,B,B2,OK,major_purchase,36,15500,15500,OK,9.96,9.96,OK,499.85,9/10/2023,10/12/2023,OK,Fully Paid,17947.37,15500,2447.37,0,622,OK,622,5.87,5.87,OK,49300,5 years,5 years,RENT,MT,Montana,OK
LN001379,A,A3,OK,wedding,36,30900,30900,OK,7.35,7.35,OK,959.05,2/15/2022,3/20/2022,OK,Fully Paid,34882.45,30900,3982.45,0,652,OK,652,33.5,33.5,OK,232700,8 years,8 years,RENT,KS,Kansas,OK
LN003453,A,A2,OK,renewable_energy,36,8900,8900,OK,5.58,5.58,OK,269.06,10/29/2023,11/27/2023,OK,Charged Off,872.18,610.53,261.65,8289.47,647,OK,647,43.94,43.94,OK,160000,10+ years,10+ years,MORTGAGE,WY,Wyoming,OK
LN003134,A,A1,OK,moving,36,,,FLAGGED,7.73,7.73,OK,752.21,1/29/2023,2/28/2023,OK,Charged Off,3874.86,2712.4,1162.46,21387.6,770,OK,770,44.83,44.83,OK,150100,3 years,3 years,MORTGAGE,AL,Alabama,OK
LN001238,C,C5,OK,moving,60,28900,28900,OK,14.66,14.66,OK,682.38,4/29/2022,5/27/2022,OK,Current,21836.16,14193.5,7642.66,0,793,OK,793,27.05,27.05,OK,64600,3 years,3 years,OWN,NE,Nebraska,OK
LN003433,B,B5,OK,renewable_energy,60,29100,29100,OK,9.38,9.38,OK,609.45,12/27/2022,1/24/2023,OK,Fully Paid,35996.03,29100,6896.03,0,,NULL,,33.52,33.52,OK,196200,1 year,1 year,MORTGAGE,MS,Mississippi,OK
LN001072,F,F5,OK,wedding,36,17100,17100,OK,30.84,30.84,OK,733.81,5/12/2022,6/12/2022,OK,Charged Off,3679.16,2575.41,1103.75,14524.59,746,OK,746,39.09,39.09,OK,118900,7 years,7 years,MORTGAGE,MT,Montana,OK
LN002847,F,F2,OK,home_improvement,36,9100,9100,OK,29.31,29.31,OK,382.88,7/3/2021,8/3/2021,OK,Fully Paid,13733.74,9100,4633.74,0,694,OK,694,22.89,22.89,OK,200900,4 years,4 years,OWN,SC,South Carolina,OK
LN001746,C,C1,OK,renewable_energy,36,12300,12300,OK,15.8,15.8,OK,431.22,8/13/2023,9/17/2023,OK,Fully Paid,15783.3,12300,3483.3,0,641,OK,641,37.88,37.88,OK,189800,6 years,6 years,RENT,MI,Michigan,OK
LN002141,A,A1,OK,home_improvement,36,22300,22300,OK,5.13,5.13,OK,669.65,3/21/2022,4/18/2022,OK,Late (31-120 Days),2008.95,1406.26,602.68,0,806,OK,806,10.81,10.81,OK,120500,7 years,7 years,OWN,LA,Louisiana,OK
LN003499,F,F1,OK,home_improvement,36,24700,24700,OK,27.72,27.72,OK,1017.95,6/22/2022,7/20/2022,OK,Charged Off,9484.48,6639.14,2845.34,18060.86,,BELOW_MIN,161,42.08,42.08,OK,111600,2 years,2 years,RENT,ID,Idaho,OK
LN001919,A,A2,OK,educational,36,,,FLAGGED,6.44,6.44,OK,820.66,4/10/2021,5/11/2021,OK,Current,6565.28,4267.43,2297.85,0,717,OK,717,41.63,41.63,OK,191400,4 years,4 years,MORTGAGE,NY,New York,OK
LN001862,A,A4,OK,moving,60,11600,11600,OK,7.66,7.66,OK,233.32,7/18/2022,8/21/2022,OK,Fully Paid,13734.45,11600,2134.45,0,644,OK,644,20.53,20.53,OK,179400,5 years,5 years,MORTGAGE,PA,Pennsylvania,OK
LN001726,C,C5,OK,renewable_energy,60,2200,2200,OK,12.69,12.69,OK,49.71,4/30/2023,6/1/2023,OK,Current,646.23,420.05,226.18,0,808,OK,808,41.47,41.47,OK,86600,5 years,5 years,MORTGAGE,NE,Nebraska,OK
LN002958,C,C1,OK,credit_card,60,1200,1200,OK,12.89,12.89,OK,27.24,7/11/2021,8/12/2021,OK,Charged Off,333.06,233.14,99.92,966.86,599,OK,599,38.08,38.08,OK,89700,10+ years,10+ years,RENT,WA,Washington,OK
LN000109,A,A4,OK,wedding,36,33300,33300,OK,6.55,6.55,OK,1021.37,5/12/2022,6/12/2022,OK,Current,21448.77,13941.7,7507.07,0,689,OK,689,5.06,5.06,OK,169500,2 years,2 years,OWN,TX,Texas,OK
LN001085,B,B1,OK,small_business,60,,,FLAGGED,11.61,11.61,OK,379.22,4/1/2022,5/1/2022,OK,Charged Off,6367.88,4457.52,1910.36,12742.48,600,OK,600,14.26,14.26,OK,138200,,MISSING,MORTGAGE,WI,Wisconsin,OK
LN001651,C,C3,OK,car,36,35700,35700,OK,13.8,13.8,OK,1216.68,9/24/2022,10/28/2022,OK,Current,24333.6,15816.84,8516.76,0,725,OK,725,36,36,OK,183400,2 years,2 years,MORTGAGE,KS,Kansas,OK
LN001378,D,D5,OK,home_improvement,60,3500,3500,OK,18.93,18.93,OK,90.66,12/25/2023,1/25/2024,OK,Charged Off,1946.96,1362.87,584.09,2137.13,619,OK,619,36.54,36.54,OK,217100,7 years,7 years,RENT,CA,California,OK
LN000319,C,C2,OK,medical,60,14500,14500,OK,13.33,13.33,OK,332.37,6/19/2021,7/20/2021,OK,Current,18612.72,12098.27,6514.45,0,738,OK,738,19.24,19.24,OK,68600,1 year,1 year,RENT,TX,Texas,OK
