event_id,loan_id,payment_month,payment_date,payment_date_flag,amount_paid,amount_flag,payment_status
PE0009876,LN003386,30,4/10/2024,OK,500.2,OK,ON_TIME
PE0009817,LN000134,7,5/30/2024,OK,1259.27,OK,ON_TIME
PE0003490,LN002505,40,2/2/2025,OK,576.01,OK,ON_TIME
PE0012590,LN002758,28,11/4/2025,OK,274.26,OK,ON_TIME
PE0006947,LN000459,6,5/16/2023,OK,880.2,OK,ON_TIME
PE0018041,LN001589,57,9/20/2026,OK,767.3,OK,ON_TIME
PE0005366,LN003073,36,5/30/2026,OK,572.01,OK,ON_TIME
PE0021107,LN000695,12,5/6/2024,OK,876.79,OK,ON_TIME
PE0007496,LN001458,51,12/13/2025,OK,88.66,OK,ON_TIME
PE0019751,LN002124,60,7/8/2027,OK,178.66,OK,ON_TIME
PE0016715,LN001857,2,6/8/2023,OK,743.23,OK,ON_TIME
PE0020449,LN002849,11,5/13/2024,OK,402.8,OK,ON_TIME
PE0008058,LN002416,35,10/12/2025,OK,843.76,OK,ON_TIME
PE0011294,LN002283,23,5/3/2025,OK,1235.82,OK,ON_TIME
PE0007921,LN001877,10,11/24/2023,OK,1586.56,OK,ON_TIME
PE0019143,LN000395,1,1/31/2021,OK,1134.8,OK,ON_TIME
PE0004376,LN001659,29,3/20/2026,OK,1111.02,OK,ON_TIME
PE0022981,LN002539,36,4/22/2026,OK,914.62,OK,ON_TIME
PE0008575,LN003434,28,10/24/2023,OK,435.72,OK,ON_TIME
PE0013543,LN000911,6,12/25/2022,OK,195.65,OK,ON_TIME
PE0002905,LN002599,32,11/19/2025,OK,193.29,OK,ON_TIME
PE0002387,LN000895,10,6/2/2022,OK,99.17,OK,ON_TIME
PE0019528,LN000517,15,12/27/2022,OK,704.05,OK,ON_TIME
PE0017927,LN003409,12,9/14/2024,OK,610.02,OK,ON_TIME
PE0018002,LN001589,18,7/8/2023,OK,748.03,OK,ON_TIME
PE0008830,LN001939,4,2/16/2024,OK,605.1,OK,ON_TIME
PE0003499,LN002505,49,10/30/2025,OK,566.97,OK,ON_TIME
PE0004541,LN000828,5,12/1/2022,OK,1018.66,OK,ON_TIME
PE0012439,LN001983,16,2/8/2024,OK,754.62,OK,ON_TIME
PE0017385,LN001526,18,2/29/2024,OK,753.18,OK,ON_TIME
PE0011767,LN002030,10,3/23/2022,OK,1222.18,OK,ON_TIME
PE0013424,LN001354,6,12/10/2023,OK,1036.21,OK,ON_TIME
PE0011634,LN002373,3,10/19/2021,OK,666.23,OK,ON_TIME
PE0019323,LN002876,4,12/17/2022,OK,946.91,OK,ON_TIME
PE0014785,LN002689,12,5/27/2024,OK,1360.04,OK,ON_TIME
PE0010469,LN001862,37,8/1/2025,OK,235.16,OK,ON_TIME
PE0009646,LN001387,28,10/14/2025,OK,931.78,OK,ON_TIME
PE0010523,LN002737,15,11/1/2022,OK,735.22,OK,ON_TIME
PE0022269,LN000521,22,10/20/2025,OK,312.15,OK,ON_TIME
PE0003449,LN003246,29,10/18/2025,OK,1057.1,OK,ON_TIME
PE0006905,LN002993,10,1/7/2024,OK,-436.88,INVALID_AMOUNT,ON_TIME
PE0002169,LN003475,1,5/20/2023,OK,689.44,OK,ON_TIME
PE0014229,LN000323,8,2/1/2024,OK,1202.78,OK,ON_TIME
PE0015209,LN001635,22,9/24/2025,OK,1032.95,OK,ON_TIME
PE0020157,LN002517,31,7/22/2023,OK,737.99,OK,ON_TIME
PE0009568,LN000724,30,3/10/2025,OK,624.54,OK,ON_TIME
PE0023123,LN002628,26,2/3/2026,OK,754.01,OK,ON_TIME
PE0009865,LN003386,19,5/16/2023,OK,497.65,OK,ON_TIME
PE0016673,LN001655,4,11/15/2022,OK,189.56,OK,ON_TIME
PE0007673,LN000548,2,5/9/2022,OK,607.98,OK,ON_TIME
PE0013310,LN002731,14,7/18/2023,OK,761.97,OK,ON_TIME
PE0015198,LN001635,11,10/29/2024,OK,1011.64,OK,ON_TIME
PE0020005,LN002004,8,7/23/2022,OK,421.85,OK,LATE
PE0009145,LN002658,8,10/30/2022,OK,944.1,OK,ON_TIME
PE0012954,LN002708,10,7/22/2022,OK,288.37,OK,ON_TIME
PE0008404,LN001146,38,4/14/2026,OK,418.36,OK,ON_TIME
PE0004725,LN001512,10,8/20/2023,OK,700.9,OK,ON_TIME
PE0018472,LN002259,24,4/18/2023,OK,1390.83,OK,ON_TIME
PE0022833,LN001530,12,12/21/2024,OK,620.83,OK,LATE
PE0014831,LN001675,19,8/29/2023,OK,69.73,OK,ON_TIME
PE0010276,LN001513,6,7/12/2023,OK,306.24,OK,ON_TIME
PE0021055,LN002442,2,10/11/2022,OK,446.95,OK,ON_TIME
PE0011572,LN001757,1,2/9/2022,OK,919.73,OK,ON_TIME
PE0006268,LN000937,27,10/22/2024,OK,334.92,OK,ON_TIME
PE0011659,LN002373,28,11/8/2023,OK,673.22,OK,ON_TIME
PE0002596,LN002146,5,12/14/2023,OK,1283.01,OK,ON_TIME
PE0014618,LN001611,1,1/2/2023,OK,54.46,OK,ON_TIME
PE0004111,LN000997,5,7/10/2022,OK,280.55,OK,ON_TIME
PE0014964,LN002253,17,8/18/2022,OK,145.08,OK,ON_TIME
PE0008268,LN000109,6,11/8/2022,OK,975.28,OK,ON_TIME
PE0019838,LN001654,22,4/20/2024,OK,385.28,OK,ON_TIME
PE0010581,LN000894,33,3/30/2026,OK,875.51,OK,ON_TIME
PE0015169,LN001752,18,6/18/2024,OK,470.42,OK,ON_TIME
PE0000346,LN001412,4,10/5/2021,OK,348.72,OK,ON_TIME
PE0022036,LN002111,4,1/9/2022,OK,309.19,OK,ON_TIME
PE0021854,LN001248,39,10/17/2026,OK,889.08,OK,ON_TIME
PE0012568,LN002758,6,1/14/2024,OK,263.41,OK,ON_TIME
PE0002271,LN003234,4,8/27/2021,OK,762.01,OK,ON_TIME
PE0017580,LN002034,12,9/30/2024,OK,1069.24,OK,MISSED
PE0001035,LN001746,16,12/5/2024,OK,436.57,OK,ON_TIME
PE0005565,LN001185,1,3/18/2021,OK,857.87,OK,ON_TIME
PE0000726,LN003451,50,3/12/2027,OK,111.18,OK,ON_TIME
PE0006603,LN001091,36,9/21/2026,OK,1192.89,OK,ON_TIME
PE0008972,LN003174,30,12/21/2025,OK,75.43,OK,ON_TIME
PE0005618,LN003436,5,9/21/2022,OK,99.05,OK,ON_TIME
PE0023152,LN001092,8,11/10/2021,OK,380.32,OK,ON_TIME
PE0021937,LN002208,49,4/27/2026,OK,428.4,OK,ON_TIME
PE0012466,LN001739,7,8/19/2021,OK,128.75,OK,MISSED
PE0002009,LN001471,13,12/26/2024,OK,472.97,OK,ON_TIME
PE0021235,LN001694,55,1/16/2027,OK,219.94,OK,ON_TIME
PE0020706,LN001733,12,7/4/2024,OK,110.47,OK,ON_TIME
PE0022559,LN000164,22,7/9/2025,OK,1072.73,OK,ON_TIME
PE0002648,LN003008,10,10/11/2022,OK,498.86,OK,ON_TIME
PE0003740,LN001273,31,1/9/2024,OK,697.2,OK,ON_TIME
PE0005044,LN002640,30,4/1/2024,OK,1321.58,OK,ON_TIME
PE0021208,LN001694,28,10/28/2024,OK,234.09,OK,ON_TIME
PE0008884,LN001825,40,1/9/2027,OK,240.67,OK,ON_TIME
PE0008539,LN000462,28,2/27/2024,OK,559.57,OK,ON_TIME
PE0005558,LN002318,54,5/8/2027,OK,715.22,OK,ON_TIME
PE0007268,LN002213,2,7/23/2023,OK,863.87,OK,ON_TIME
PE0001892,LN001337,59,3/6/2027,OK,61.05,OK,ON_TIME
PE0004573,LN002459,1,7/28/2023,OK,886.36,OK,ON_TIME
PE0019873,LN001788,21,10/6/2023,OK,727.39,OK,ON_TIME
PE0002791,LN001984,12,2/4/2024,OK,857.32,OK,ON_TIME
PE0016388,LN000993,2,8/19/2022,OK,524.79,OK,ON_TIME
PE0013643,LN001801,17,12/27/2023,OK,1008.46,OK,ON_TIME
PE0020342,LN000981,6,10/14/2021,OK,197.04,OK,ON_TIME
PE0017140,LN000079,31,5/4/2024,OK,284.82,OK,ON_TIME
PE0008526,LN000462,15,2/2/2023,OK,575.75,OK,ON_TIME
PE0016306,LN000717,25,3/5/2023,OK,629.76,OK,ON_TIME
PE0015919,LN001921,7,12/31/2023,OK,1334.27,OK,ON_TIME
PE0006758,LN002425,25,3/20/2023,OK,655.63,OK,ON_TIME
PE0003201,LN002519,9,12/8/2023,OK,381.56,OK,ON_TIME
PE0017636,LN000440,20,1/16/2025,OK,1325.4,OK,ON_TIME
PE0018425,LN002176,13,12/12/2024,OK,1532.37,OK,ON_TIME
PE0004741,LN001799,2,11/22/2021,OK,555.52,OK,LATE
PE0003947,LN002608,5,3/18/2023,OK,611.22,OK,LATE
PE0008305,LN002983,27,2/18/2025,OK,957.23,OK,ON_TIME
PE0010727,LN001484,3,3/25/2023,OK,34.33,OK,ON_TIME
PE0000617,LN000868,19,9/8/2023,OK,112.92,OK,ON_TIME
PE0018283,LN003295,1,8/1/2022,OK,37.52,OK,ON_TIME
PE0001902,LN003100,9,3/28/2024,OK,702.5,OK,ON_TIME
PE0012696,LN000338,45,2/22/2027,OK,228.75,OK,ON_TIME
PE0000409,LN000686,11,4/3/2023,OK,476.09,OK,ON_TIME
PE0022887,LN002671,14,1/29/2023,OK,164.82,OK,ON_TIME
PE0003370,LN002617,25,4/18/2025,OK,1668.7,OK,ON_TIME
PE0008328,LN002668,22,2/10/2024,OK,761.44,OK,ON_TIME
PE0006400,LN001949,49,8/19/2027,OK,529.26,OK,ON_TIME
PE0003474,LN002505,24,10/11/2023,OK,576.05,OK,ON_TIME
PE0015082,LN000704,15,6/13/2022,OK,1316.24,OK,ON_TIME
PE0000532,LN003058,2,7/2/2022,OK,745.63,OK,ON_TIME
PE0018511,LN002427,26,3/2/2023,OK,514.73,OK,ON_TIME
PE0019374,LN000421,23,2/18/2024,OK,726.31,OK,ON_TIME
PE0017565,LN003488,6,8/25/2022,OK,487.16,OK,ON_TIME
PE0013038,LN002709,11,4/27/2023,OK,1303.7,OK,ON_TIME
PE0003003,LN002722,34,1/11/2024,OK,648.39,OK,ON_TIME
PE0004058,LN003482,59,12/12/2027,OK,63.64,OK,LATE
PE0003427,LN003246,7,12/28/2023,OK,1040.94,OK,ON_TIME
PE0013119,LN002883,2,10/27/2021,OK,532.83,OK,ON_TIME
PE0004580,LN002459,8,2/23/2024,OK,903.14,OK,ON_TIME
PE0011052,LN001823,52,6/10/2027,OK,394.23,OK,ON_TIME
PE0010160,LN001371,56,4/7/2026,OK,826.36,OK,ON_TIME
PE0005253,LN000923,8,7/17/2023,OK,1065.85,OK,ON_TIME
PE0008590,LN002606,7,10/30/2021,OK,204.71,OK,ON_TIME
PE0001688,LN002950,20,8/3/2024,OK,302.12,OK,ON_TIME
PE0015566,LN002792,29,9/20/2025,OK,1187.49,OK,ON_TIME
PE0000176,LN002818,24,1/25/2023,OK,1277.93,OK,ON_TIME
PE0022274,LN000521,27,3/19/2026,OK,311.24,OK,ON_TIME
PE0007050,LN000815,36,9/2/2025,OK,1349.35,OK,ON_TIME
PE0005484,LN001627,16,8/19/2023,OK,672.15,OK,ON_TIME
PE0019713,LN002124,22,5/24/2024,OK,179.83,OK,ON_TIME
PE0003510,LN002505,60,9/25/2026,OK,576.57,OK,ON_TIME
PE0007429,LN003362,57,6/14/2027,OK,1154.11,OK,ON_TIME
PE0007956,LN002310,29,11/25/2024,OK,461.6,OK,LATE
PE0016143,LN000398,10,7/24/2023,OK,117.54,OK,ON_TIME
PE0017193,LN000336,24,7/18/2025,OK,955.56,OK,ON_TIME
PE0007222,LN002829,16,9/16/2022,OK,514.86,OK,ON_TIME
PE0005706,LN002268,2,9/28/2023,OK,496.89,OK,ON_TIME
PE0001575,LN002653,25,12/26/2023,OK,1075.73,OK,ON_TIME
PE0015332,LN000254,8,1/12/2023,OK,1613.4,OK,ON_TIME
PE0012528,LN000816,26,11/2/2023,OK,939.89,OK,ON_TIME
PE0007918,LN001877,7,8/26/2023,OK,1593.19,OK,ON_TIME
PE0005996,LN002627,15,2/28/2025,OK,262.6,OK,ON_TIME
PE0002584,LN003119,53,3/2/2028,OK,517.84,OK,ON_TIME
PE0003733,LN001273,24,6/13/2023,OK,721.42,OK,ON_TIME
PE0008201,LN001413,43,10/26/2025,OK,251.9,OK,ON_TIME
PE0000266,LN002594,56,11/1/2026,OK,24.97,OK,ON_TIME
PE0009677,LN000989,23,2/11/2025,OK,183.88,OK,ON_TIME
PE0013161,LN003061,8,5/3/2022,OK,920.85,OK,ON_TIME
PE0022440,LN002006,11,9/29/2024,OK,568.87,OK,ON_TIME
PE0008427,LN000621,1,11/2/2021,OK,1103.05,OK,ON_TIME
PE0003262,LN000464,7,7/14/2022,OK,178.72,OK,ON_TIME
PE0020837,LN000523,10,10/9/2023,OK,1104.03,OK,ON_TIME
PE0013338,LN002846,15,8/13/2023,OK,612.17,OK,ON_TIME
PE0007776,LN002670,30,4/16/2025,OK,406.49,OK,ON_TIME
PE0018797,LN002320,14,6/15/2024,OK,823.34,OK,ON_TIME
PE0019315,LN001483,8,11/24/2021,OK,143.08,OK,ON_TIME
PE0014682,LN002936,5,9/25/2023,OK,1591.32,OK,ON_TIME
PE0014549,LN000408,20,3/9/2024,OK,800.76,OK,ON_TIME
PE0020498,LN002849,60,5/22/2028,OK,394.4,OK,ON_TIME
PE0011729,LN003423,32,2/26/2024,OK,190.96,OK,ON_TIME
PE0008030,LN002416,7,6/25/2023,OK,866.98,OK,ON_TIME
PE0007205,LN000551,4,5/26/2023,OK,160.97,OK,ON_TIME
PE0003975,LN000630,12,2/27/2024,OK,937.74,OK,ON_TIME
PE0002128,LN000706,20,7/26/2023,OK,557.36,OK,ON_TIME
PE0013403,LN001934,20,9/4/2023,OK,544.87,OK,ON_TIME
PE0012026,LN002853,23,5/30/2023,OK,309.11,OK,ON_TIME
PE0022065,LN002111,33,5/28/2024,OK,303.68,OK,ON_TIME
PE0005922,LN003410,1,8/2/2023,OK,317.28,OK,ON_TIME
PE0019397,LN000132,1,4/4/2021,OK,1031.16,OK,ON_TIME
PE0002241,LN001020,49,4/27/2027,OK,568.26,OK,ON_TIME
PE0014771,LN003317,58,4/9/2026,OK,178.27,OK,ON_TIME
PE0009116,LN003027,15,10/20/2022,OK,1187.68,OK,ON_TIME
PE0005020,LN002640,6,4/12/2022,OK,1384.3,OK,ON_TIME
PE0005097,LN000062,15,2/25/2024,OK,1215.11,OK,ON_TIME
PE0008761,LN000486,37,11/24/2026,OK,480.94,OK,ON_TIME
PE0017663,LN003205,1,2/21/2021,OK,285.11,OK,ON_TIME
PE0012149,LN002789,17,3/19/2023,OK,148.6,OK,ON_TIME
PE0001262,LN003148,8,12/14/2021,OK,637.74,OK,LATE
PE0018327,LN003105,35,1/14/2025,OK,942,OK,ON_TIME
PE0014970,LN002253,23,2/14/2023,OK,149.55,OK,ON_TIME
PE0019267,LN002150,1,5/13/2021,OK,1053.67,OK,ON_TIME
PE0021644,LN001335,28,4/29/2025,OK,797.35,OK,ON_TIME
PE0007108,LN002982,1,3/17/2023,OK,44.93,OK,ON_TIME
PE0012203,LN002395,11,9/11/2023,OK,953.75,OK,ON_TIME
PE0006282,LN000937,41,12/16/2025,OK,363.75,OK,ON_TIME
PE0014218,LN001194,18,7/17/2022,OK,458.41,OK,ON_TIME
PE0005803,LN003489,2,9/5/2023,OK,407.29,OK,ON_TIME
PE0019538,LN000517,25,10/23/2023,OK,701.12,OK,ON_TIME
PE0012536,LN000816,34,6/29/2024,OK,949.69,OK,ON_TIME
PE0012171,LN002789,39,1/7/2025,OK,149.72,OK,ON_TIME
PE0004236,LN003380,2,8/16/2021,OK,1125.72,OK,ON_TIME
PE0009686,LN000989,32,11/8/2025,OK,176.72,OK,ON_TIME
PE0000425,LN000686,27,7/26/2024,OK,489.66,OK,ON_TIME
PE0013940,LN002802,49,10/26/2025,OK,716.29,OK,ON_TIME
PE0003363,LN002617,18,9/20/2024,OK,1636.12,OK,ON_TIME
PE0003471,LN002505,21,7/13/2023,OK,568.13,OK,ON_TIME
PE0003712,LN001273,3,9/21/2021,OK,-327.91,INVALID_AMOUNT,ON_TIME
PE0013805,LN002523,28,5/16/2024,OK,199.86,OK,ON_TIME
PE0015610,LN001110,20,9/12/2023,OK,1229.68,OK,ON_TIME
PE0005733,LN002156,8,2/26/2023,OK,728.19,OK,ON_TIME
PE0015014,LN001333,7,11/20/2022,OK,992.95,OK,ON_TIME
PE0012378,LN001775,18,4/11/2025,OK,704.63,OK,ON_TIME
PE0017838,LN002330,5,9/13/2022,OK,405.17,OK,ON_TIME
PE0000813,LN001902,36,3/21/2026,OK,1230.02,OK,ON_TIME
PE0004992,LN000379,12,12/5/2022,OK,311.91,OK,ON_TIME
PE0009595,LN002321,13,1/15/2024,OK,1315.61,OK,ON_TIME
PE0004485,LN000263,2,4/10/2022,OK,316.46,OK,ON_TIME
PE0013757,LN001539,16,7/31/2022,OK,44.16,OK,ON_TIME
PE0022719,LN001395,26,8/21/2025,OK,306.19,OK,ON_TIME
PE0018561,LN000883,16,5/6/2022,OK,90.47,OK,ON_TIME
PE0005514,LN002318,10,9/26/2023,OK,738.65,OK,ON_TIME
PE0021539,LN001704,15,1/26/2024,OK,51.27,OK,ON_TIME
PE0000946,LN003301,3,8/29/2021,OK,364.91,OK,ON_TIME
PE0021054,LN002442,1,9/11/2022,OK,446.93,OK,ON_TIME
PE0023608,LN003393,40,8/17/2024,OK,503.22,OK,ON_TIME
PE0009189,LN003244,4,8/16/2023,OK,118.5,OK,ON_TIME
PE0023117,LN002628,20,8/7/2025,OK,755.07,OK,LATE
PE0007269,LN002213,3,8/22/2023,OK,849.27,OK,ON_TIME
PE0002362,LN002963,35,9/19/2026,OK,666.77,OK,ON_TIME
PE0023045,LN002305,40,8/26/2026,OK,897.84,OK,ON_TIME
PE0019359,LN000421,8,11/25/2022,OK,779.77,OK,ON_TIME
PE0017009,LN002358,1,12/25/2021,OK,974.89,OK,ON_TIME
PE0002885,LN002599,12,3/29/2024,OK,184.41,OK,ON_TIME
PE0016551,LN001447,28,6/29/2023,OK,42.7,OK,ON_TIME
PE0009057,LN003286,16,2/5/2023,OK,546.41,OK,ON_TIME
PE0016339,LN000717,58,11/19/2025,OK,620.22,OK,ON_TIME
PE0002560,LN003119,29,3/13/2026,OK,530.6,OK,ON_TIME
PE0003690,LN000033,56,3/17/2027,OK,426.82,OK,ON_TIME
PE0007556,LN001944,5,5/5/2024,OK,914.82,OK,ON_TIME
PE0001848,LN001337,15,7/25/2023,OK,63.22,OK,ON_TIME
PE0011038,LN001823,38,4/16/2026,OK,425.27,OK,ON_TIME
PE0016862,LN001870,6,3/14/2022,OK,668.88,OK,ON_TIME
PE0002189,LN000559,11,4/1/2024,OK,145.01,OK,ON_TIME
PE0017953,LN002389,5,5/22/2022,OK,873.89,OK,ON_TIME
PE0020196,LN001888,10,9/15/2022,OK,596.21,OK,ON_TIME
PE0006910,LN001563,5,9/2/2021,OK,386.34,OK,ON_TIME
PE0022253,LN000521,6,6/27/2024,OK,302.81,OK,ON_TIME
PE0003560,LN002753,24,6/27/2025,OK,63.11,OK,ON_TIME
PE0007878,LN002487,3,10/26/2023,OK,784.74,OK,ON_TIME
PE0006096,LN001268,9,4/4/2022,OK,430.61,OK,ON_TIME
PE0006988,LN001153,34,10/24/2025,OK,322.58,OK,ON_TIME
PE0003707,LN000407,13,4/28/2022,OK,114.93,OK,ON_TIME
PE0022464,LN002006,35,9/19/2026,OK,564.67,OK,ON_TIME
PE0015366,LN000985,10,10/31/2023,OK,805.42,OK,ON_TIME
PE0004915,LN000158,4,2/3/2023,OK,738.98,OK,ON_TIME
PE0012759,LN000001,12,11/26/2023,OK,455.54,OK,ON_TIME
PE0013315,LN002731,19,12/15/2023,OK,763.27,OK,ON_TIME
PE0003319,LN003316,7,11/9/2023,OK,451.41,OK,ON_TIME
PE0020324,LN001008,58,2/17/2026,OK,604.73,OK,ON_TIME
PE0008414,LN001146,48,2/8/2027,OK,408.24,OK,ON_TIME
PE0023228,LN001964,12,11/18/2022,OK,610.79,OK,ON_TIME
PE0013197,LN002288,30,2/5/2025,OK,261.83,OK,ON_TIME
PE0002409,LN000895,32,3/23/2024,OK,100.23,OK,LATE
PE0014541,LN000408,12,7/13/2023,OK,788.45,OK,ON_TIME
PE0017780,LN003291,12,9/26/2023,OK,300.77,OK,ON_TIME
PE0001444,LN001251,6,1/5/2023,OK,1651.06,OK,ON_TIME
PE0022279,LN000521,32,8/16/2026,OK,303.51,OK,ON_TIME
PE0018810,LN002320,27,7/10/2025,OK,787.36,OK,ON_TIME
PE0008945,LN003174,3,10/3/2023,OK,72.93,OK,ON_TIME
PE0007748,LN002670,2,12/28/2022,OK,386.6,OK,ON_TIME
PE0023161,LN001092,17,8/7/2022,OK,402,OK,ON_TIME
PE0017897,LN001162,18,4/30/2023,OK,558.15,OK,ON_TIME
PE0015905,LN003200,11,6/21/2024,OK,291.17,OK,ON_TIME
PE0000777,LN002135,36,7/13/2024,OK,703.89,OK,ON_TIME
PE0013659,LN001801,33,4/20/2025,OK,970.88,OK,ON_TIME
PE0016935,LN002930,26,11/21/2025,OK,196.41,OK,ON_TIME
PE0003198,LN002519,6,9/9/2023,OK,363.21,OK,ON_TIME
PE0004150,LN002497,8,4/2/2024,OK,95.52,OK,ON_TIME
PE0015007,LN002253,60,2/28/2026,OK,150.61,OK,ON_TIME
PE0011193,LN003111,18,11/1/2024,OK,761.25,OK,ON_TIME
PE0016059,LN002054,1,6/8/2021,OK,233.35,OK,ON_TIME
PE0013785,LN002523,8,9/24/2022,OK,197.27,OK,ON_TIME
PE0003920,LN000443,38,11/27/2025,OK,309.59,OK,ON_TIME
PE0009299,LN002882,10,10/11/2022,OK,158.79,OK,ON_TIME
PE0019944,LN000330,19,2/24/2025,OK,299.84,OK,ON_TIME
PE0023127,LN002628,30,6/3/2026,OK,792.18,OK,ON_TIME
PE0008457,LN000088,18,1/3/2024,OK,738.03,OK,ON_TIME
PE0013144,LN002883,27,11/16/2023,OK,520.19,OK,ON_TIME
PE0003112,LN000906,40,12/25/2025,OK,358.6,OK,ON_TIME
PE0003799,LN000324,16,12/15/2024,OK,750.01,OK,ON_TIME
PE0001198,LN001250,4,3/4/2023,OK,528.36,OK,ON_TIME
PE0021764,LN001753,14,9/22/2023,OK,35.36,OK,ON_TIME
PE0012753,LN000001,6,5/30/2023,OK,455.59,OK,ON_TIME
PE0014767,LN003317,54,12/10/2025,OK,167.84,OK,ON_TIME
PE0016688,LN001655,19,2/8/2024,OK,173.59,OK,ON_TIME
PE0014558,LN000408,29,12/4/2024,OK,809.5,OK,ON_TIME
PE0007316,LN002975,36,5/18/2024,OK,145.49,OK,ON_TIME
PE0011270,LN003397,59,8/20/2026,OK,707.15,OK,ON_TIME
PE0000555,LN002384,17,10/26/2024,OK,476.54,OK,ON_TIME
PE0021788,LN001753,38,9/11/2025,OK,35.34,OK,ON_TIME
PE0015950,LN000497,18,9/10/2023,OK,383.75,OK,ON_TIME
PE0023497,LN003419,32,8/4/2026,OK,466.23,OK,LATE
PE0022083,LN002001,15,8/30/2022,OK,719.13,OK,ON_TIME
PE0014966,LN002253,19,10/17/2022,OK,152.6,OK,ON_TIME
PE0006182,LN000325,15,4/23/2022,OK,200.68,OK,ON_TIME
PE0001207,LN001250,13,11/29/2023,OK,521.82,OK,ON_TIME
PE0002618,LN002453,16,10/11/2024,OK,139.41,OK,ON_TIME
PE0005048,LN002640,34,7/30/2024,OK,1388.02,OK,ON_TIME
PE0011569,LN003255,9,12/29/2022,OK,519.99,OK,ON_TIME
PE0019336,LN001725,6,11/3/2023,OK,141.51,OK,ON_TIME
PE0010816,LN002947,27,1/22/2026,OK,-129.54,INVALID_AMOUNT,ON_TIME
PE0003530,LN001497,3,6/22/2021,OK,878.25,OK,LATE
PE0009620,LN001387,2,8/26/2023,OK,922.88,OK,ON_TIME
PE0019503,LN003149,10,6/4/2024,OK,189.35,OK,ON_TIME
PE0021347,LN001177,42,12/23/2024,OK,232.18,OK,ON_TIME
PE0010213,LN002699,49,2/16/2026,OK,533.51,OK,ON_TIME
PE0005355,LN003073,25,7/4/2025,OK,550.91,OK,ON_TIME
PE0021017,LN001383,35,10/28/2025,OK,498.03,OK,LATE
PE0007506,LN002181,1,4/25/2021,OK,1120.65,OK,ON_TIME
PE0011901,LN001875,5,6/12/2021,OK,278.37,OK,ON_TIME
PE0020136,LN002517,10,10/30/2021,OK,703.48,OK,ON_TIME
PE0001739,LN002635,6,10/12/2023,OK,1465.36,OK,ON_TIME
PE0002886,LN002599,13,4/28/2024,OK,194.84,OK,ON_TIME
PE0023623,LN003393,55,11/10/2025,OK,522.57,OK,ON_TIME
PE0000047,LN001892,17,11/9/2022,OK,753.02,OK,ON_TIME
PE0012136,LN002789,4,2/22/2022,OK,158.99,OK,ON_TIME
PE0014345,LN000357,29,4/8/2026,OK,1372.35,OK,ON_TIME
PE0008100,LN000767,6,10/22/2022,OK,562.47,OK,ON_TIME
PE0005983,LN002627,2,2/4/2024,OK,248.66,OK,ON_TIME
PE0006180,LN000325,13,2/22/2022,OK,197.52,OK,ON_TIME
PE0022667,LN000893,16,1/24/2023,OK,1236.96,OK,ON_TIME
PE0009888,LN003386,42,4/5/2025,OK,504.25,OK,ON_TIME
PE0007370,LN001282,5,9/11/2021,OK,100.81,OK,ON_TIME
PE0010435,LN001862,3,10/16/2022,OK,234.13,OK,ON_TIME
PE0004149,LN002497,7,3/3/2024,OK,91.72,OK,ON_TIME
PE0015909,LN003200,15,10/19/2024,OK,289.73,OK,LATE
PE0000745,LN002135,4,11/26/2021,OK,706.81,OK,ON_TIME
PE0003996,LN000630,33,11/18/2025,OK,869.04,OK,ON_TIME
PE0003046,LN000022,17,6/27/2024,OK,1271.88,OK,ON_TIME
PE0021674,LN001335,58,10/16/2027,OK,825.49,OK,ON_TIME
PE0020373,LN001336,9,6/14/2022,OK,1139.58,OK,ON_TIME
PE0013178,LN002288,11,7/16/2023,OK,257.01,OK,ON_TIME
PE0015594,LN001110,4,5/20/2022,OK,1199.14,OK,ON_TIME
PE0002214,LN001020,22,2/6/2025,OK,548.89,OK,ON_TIME
PE0011504,LN001380,16,5/26/2022,OK,179.17,OK,ON_TIME
PE0008145,LN001393,23,2/16/2023,OK,733.64,OK,ON_TIME
PE0023020,LN002305,15,8/6/2024,OK,872.82,OK,ON_TIME
PE0012595,LN002758,33,4/3/2026,OK,255.35,OK,ON_TIME
PE0008115,LN001179,14,4/4/2024,OK,571.32,OK,ON_TIME
PE0001291,LN002434,1,4/30/2022,OK,1235.18,OK,ON_TIME
PE0010027,LN000801,13,12/1/2022,OK,883.08,OK,ON_TIME
PE0001585,LN002653,35,10/21/2024,OK,1142.78,OK,ON_TIME
PE0012410,LN000652,27,5/17/2023,OK,210.5,OK,LATE
PE0017915,LN001162,36,10/21/2024,OK,563,OK,LATE
PE0010785,LN002175,1,1/10/2022,OK,665.5,OK,ON_TIME
PE0016296,LN000717,15,5/9/2022,OK,591.27,OK,ON_TIME
PE0015440,LN002655,6,2/7/2022,OK,1430.97,OK,ON_TIME
PE0019400,LN000132,4,7/3/2021,OK,1053.43,OK,ON_TIME
PE0018824,LN002320,41,9/3/2026,OK,786.63,OK,ON_TIME
PE0018128,LN000276,8,1/2/2022,OK,692.69,OK,LATE
PE0004098,LN001449,3,8/14/2022,OK,964.59,OK,ON_TIME
PE0016559,LN001447,36,2/24/2024,OK,42.6,OK,ON_TIME
PE0004843,LN003112,1,12/13/2022,OK,571.95,OK,ON_TIME
PE0012849,LN002456,20,4/12/2024,OK,65.28,OK,ON_TIME
PE0019451,LN003235,22,12/31/2022,OK,26.08,OK,ON_TIME
