loan_id,loan_grade,loan_subgrade,loan_purpose,loan_term_months,loan_amount,interest_rate,installment,issue_date,first_payment_date,loan_status,total_payment,principal_received,interest_received,charged_off_amount,credit_score,dti,annual_income,employment_length,home_ownership,addr_state
LN000681,D,D4,car,36,20000.0,20.23,745.62,2022-12-24,2023-01-24,Fully Paid,26417.57,20000.0,6417.57,0.0,672.0,29.13,162400,< 1 year,RENT,OH
LN003475,B,B3,major_purchase,60,,9.44,671.12,2023-04-20,2023-05-23,current,20133.6,13086.84,7046.76,0.0,750.0,27.72,162900,5 years,MORTGAGE,RI
LN001654,E,E4,major_purchase,36,9800.0,23.65,382.68,2022-06-30,2022-08-03,Fully Paid,13504.72,9800.0,3704.72,0.0,678.0,25.95,163200,5 years,MORTGAGE,ND
LN003387,B,B4,vacation,36,,10.69,74.96,2022-10-25,2022-11-27,Fully Paid,2750.62,2300.0,450.62,0.0,813.0,38.3,231500,10+ years,RENT,VA
LN002776,F,F4,wedding,36,,29.72,1078.61,2021-05-27,2021-06-26,Current,11864.71,7712.06,4152.65,0.0,585.0,6.76,75500,< 1 year,RENT,WV
LN002501,D,D5,car,60,7700.0,18.17,196.24,2023-04-14,2023-05-13,Current,10596.96,6888.02,3708.94,0.0,738.0,41.28,236300,8 years,MORTGAGE,DE
LN001042,D,D1,credit_card,36,10100.0,19.67,373.66,2022-07-30,2022-09-03,Charged Off,2554.41,1788.09,766.32,8311.91,625.0,11.11,101500,2 years,RENT,HI
LN003155,E,E4,car,60,21800.0,26.45,658.52,2022-04-01,2022-04-30,Current,9877.8,6420.57,3457.23,0.0,600.0,22.62,191200,< 1 year,MORTGAGE,ME
LN000289,A,A3,wedding,36,23400.0,6.14,713.36,2022-04-09,2022-05-07,Charged Off,8035.73,5625.01,2410.72,17774.99,614.0,34.87,248500,3 years,MORTGAGE,MD
LN003282,E,E2,moving,36,7800.0,26.17,314.97,2023-03-26,2023-04-26,Fully Paid,11298.62,7800.0,3498.62,0.0,799.0,41.65,74400,3 years,MORTGAGE,FL
LN002384,B,B3,wedding,60,21800.0,9.77,460.72,2023-06-04,2023-07-02,Fully Paid,27237.07,21800.0,5437.07,0.0,584.0,33.13,168900,6 years,OWN,DE
LN002010,G,G5,renewable_energy,36,25100.0,34.26,1124.94,2022-04-13,2022-05-18,fully paid,41122.39,25100.0,16022.39,0.0,707.0,13.12,56200,3 years,RENT,MD
LN002115,G,G2,major_purchase,60,17800.0,35.84,641.33,2022-02-13,2022-03-17,Current,16674.58,10838.48,5836.1,0.0,732.0,40.17,43500,3 years,MORTGAGE,OR
LN001129,E,E1,debt_consolidation,60,11600.0,26.19,348.62,2021-10-20,2021-11-17,Charged Off,2714.67,1900.27,814.4,9699.73,686.0,9.48,77300,10+ years,OWN,AL
LN000178,B,B3,car,36,6000.0,9.41,191.95,2022-04-17,2022-05-18,Charged Off,1590.74,1113.52,477.22,4886.48,777.0,32.18,229900,1 year,OTHER,NM
LN000839,D,D4,debt_consolidation,36,22500.0,17.9,812.3,2022-05-29,2022-07-02,Current,7310.7,4751.95,2558.74,0.0,699.0,37.25,166800,7 years,RENT,MT
LN001114,C,C5,renewable_energy,36,33200.0,15.49,1158.87,2021-09-03,2021-10-01,Current,28971.75,18831.64,10140.11,0.0,660.0,20.16,72100,9 years,OWN,ME
LN001838,E,E3,vacation,36,22600.0,25.74,907.44,2022-09-14,2022-10-14,Current,17241.36,11206.88,6034.48,0.0,806.0,9.06,198700,< 1 year,RENT,DE
LN002326,C,C5,vacation,36,18700.0,-14.5,643.67,2023-01-12,2023-02-16,Current,13517.07,8786.1,4730.97,0.0,792.0,13.5,104600,10+ years,OWN,LA
LN000371,D,D4,wedding,60,30200.0,19.97,799.61,2022-08-13,2022-09-10,Charged Off,9011.24,6307.87,2703.37,23892.13,791.0,40.11,125600,5 years,RENT,WV
LN001495,B,B3,small_business,36,9800.0,8.56,309.63,2023-12-09,2024-01-12,Current,6192.6,4025.19,2167.41,0.0,785.0,16.32,61000,8 years,RENT,VA
LN000730,B,B3,educational,36,38500.0,8.51,1215.53,2023-04-08,2023-05-08,Charged Off,16757.48,11730.24,5027.24,26769.76,702.0,34.56,122700,2 years,MORTGAGE,HI
LN000599,A,A2,debt_consolidation,60,8200.0,7.81,165.52,2021-01-12,2021-02-11,Fully Paid,9968.0,8200.0,1768.0,0.0,792.0,36.81,108700,2 years,RENT,WA
LN002184,E,E3,car,60,24500.0,23.55,698.43,2023-07-03,2023-08-06,Current,40508.94,26330.81,14178.13,0.0,667.0,20.2,29100,3 years,MORTGAGE,NC
LN001488,C,A2,medical,60,38400.0,16.15,936.88,2023-01-25,2023-02-26,Fully Paid,56719.63,38400.0,18319.63,0.0,804.0,17.22,97700,10+ years,OTHER,NE
LN002273,C,C4,educational,60,5600.0,14.89,132.9,2021-08-08,2021-09-06,Fully Paid,7942.48,5600.0,2342.48,0.0,780.0,33.96,39800,10+ years,RENT,OR
LN002185,D,D3,educational,60,26500.0,20.73,712.9,2022-03-02,2022-04-02,Fully Paid,42223.61,26500.0,15723.61,0.0,797.0,7.82,91700,3 years,MORTGAGE,MN
LN003293,E,E5,educational,60,12900.0,23.43,366.85,2021-03-19,2021-04-23,Charged Off,7337.53,5136.27,2201.26,7763.73,673.0,36.51,57600,8 years,MORTGAGE,SC
LN002830,A,A4,debt_consolidation,36,,6.87,930.69,2023-06-21,2023-07-19,Late (31-120 days),6514.83,4560.38,1954.45,0.0,659.0,29.28,151000,7 years,RENT,TN
LN001621,B,B1,major_purchase,36,38400.0,10.36,1245.56,2022-06-13,2022-07-12,Current,37366.8,24288.42,13078.38,0.0,648.0,38.5,248200,6 years,RENT,IN
LN000142,C,C2,moving,36,10800.0,15.74,378.31,2022-08-25,2022-09-27,Fully Paid,13596.78,10800.0,2796.78,0.0,938.0,33.74,30700,,MORTGAGE,OR
LN002967,E,E1,major_purchase,60,12600.0,24.47,365.92,2023-11-22,2023-12-26,Default,1097.76,768.43,329.33,0.0,685.0,25.39,206900,< 1 year,RENT,CA
LN000666,E,E5,medical,36,4600.0,24.42,181.49,2022-10-26,2022-11-30,Late (31-120 days),1270.43,889.3,381.13,0.0,605.0,33.97,81200,8 years,MORTGAGE,RI
LN000810,B,B1,home_improvement,36,7200.0,9.08,229.23,2022-08-18,2022-09-22,Current,2292.3,1490.0,802.31,0.0,589.0,40.42,227800,2 years,MORTGAGE,NY
LN002510,G,G3,medical,60,23400.0,34.19,818.38,2021-04-12,2021-05-14,Charged Off,4937.38,3456.17,1481.21,19943.83,703.0,30.13,107200,4 years,RENT,NC
LN000655,B,B3,vacation,36,32000.0,8.85,1015.36,2023-06-19,2023-07-19,Fully Paid,36540.22,32000.0,4540.22,0.0,665.0,17.17,64600,7 years,MORTGAGE,WY
LN000472,C,C1,home_improvement,36,35700.0,13.81,1216.85,2022-08-17,2022-09-18,Current,10951.65,7118.57,3833.08,0.0,774.0,8.06,237900,8 years,MORTGAGE,IL
LN001599,D,D4,small_business,36,35100.0,21.7,1335.04,2022-07-04,2022-08-03,Fully Paid,47122.04,35100.0,12022.04,0.0,738.0,43.78,86900,< 1 year,RENT,MI
LN001189,B,B3,moving,60,25700.0,8.97,533.12,2022-09-22,2022-10-22,Current,2665.6,1732.64,932.96,0.0,663.0,10.7,61900,5 years,MORTGAGE,TX
LN001139,A,A1,moving,36,29900.0,6.74,919.67,2022-11-24,2022-12-23,Current,19313.07,12553.5,6759.57,0.0,726.0,12.27,31400,8 years,OWN,KY
LN000953,E,E3,medical,60,,26.48,680.07,2023-11-25,2023-12-30,Current,21082.17,13703.41,7378.76,0.0,679.0,23.54,163300,3 years,RENT,WA
LN002669,B,B4,educational,36,16800.0,11.05,550.41,2022-05-11,2022-06-12,Fully Paid,19736.99,16800.0,2936.99,0.0,726.0,14.28,38200,6 years,RENT,IN
LN001211,F,F3,vacation,60,8000.0,30.85,263.02,2021-05-05,2021-06-06,Charged Off,412.02,288.41,123.61,7711.59,591.0,27.2,73500,9 years,OWN,AZ
LN001160,B,B3,medical,36,24000.0,11.86,795.54,2021-05-05,2021-06-02,Charged Off,10477.22,7334.05,3143.17,16665.95,719.0,33.77,200500,4 years,MORTGAGE,DE
LN001363,G,G5,renewable_energy,60,,34.33,971.23,2023-07-21,2023-08-22,Fully Paid,57475.9,27700.0,29775.9,0.0,582.0,44.91,207400,1 year,MORTGAGE,DE
LN000196,A,A4,credit_card,36,12500.0,6.56,383.45,2023-08-01,2023-09-05,Fully Paid,13912.2,12500.0,1412.2,0.0,789.0,9.82,197900,7 years,OWN,IA
LN000533,A,A5,wedding,36,19400.0,6.36,593.36,2022-09-09,2022-10-09,Current,17207.44,11184.84,6022.6,0.0,600.0,8.69,199000,10+ years,OWN,NH
LN001357,B,B3,debt_consolidation,36,13500.0,9.74,433.96,2021-10-01,2021-09-24,Charged Off,954.44,668.11,286.33,12831.89,769.0,20.44,136500,6 years,MORTGAGE,NJ
LN003255,B,B5,vacation,60,24300.0,9.37,508.8,2022-04-03,2022-05-07,Default,5596.8,3917.76,1679.04,0.0,772.0,12.49,230300,10+ years,RENT,NH
LN001271,E,E2,car,36,11300.0,23.82,442.26,2022-04-26,2022-05-26,Fully Paid,16065.04,11300.0,4765.04,0.0,724.0,29.87,90200,4 years,OWN,AL
LN000870,C,C1,moving,60,3600.0,13.78,83.36,2022-08-05,2022-09-03,Fully Paid,4924.86,3600.0,1324.86,0.0,601.0,24.04,65900,6 years,RENT,NY
LN003264,A,A5,renewable_energy,36,24500.0,6.15,747.0,2023-05-09,2023-06-11,Charged Off,1976.41,1383.49,592.92,23116.51,654.0,12.56,194600,7 years,RENT,CA
LN000228,A,A1,educational,60,38300.0,7.66,770.37,2023-07-22,2023-08-26,Fully Paid,45685.44,38300.0,7385.44,0.0,102.0,7.71,130100,9 years,MORTGAGE,AR
LN000556,E,E2,educational,36,4800.0,26.63,195.01,2022-10-19,2022-11-19,Fully Paid,6967.23,4800.0,2167.23,0.0,740.0,30.01,36400,5 years,MORTGAGE,PA
LN001704,F,F2,educational,60,,29.12,50.9,2022-11-02,2022-11-30,Fully Paid,2999.54,1600.0,1399.54,0.0,708.0,22.27,162300,10+ years,MORTGAGE,MI
LN002722,C,C5,credit_card,60,27500.0,15.96,668.16,2021-03-27,2021-04-24,Fully Paid,39463.41,27500.0,11963.41,0.0,752.0,24.88,153500,4 years,MORTGAGE,IN
LN003157,C,C3,small_business,36,1800.0,14.04,61.55,2021-07-25,2021-08-25,Fully Paid,2260.07,1800.0,460.07,0.0,686.0,5.86,104600,2 years,OWN,HI
LN002688,D,D1,medical,60,18600.0,20.26,495.48,2021-02-02,2021-01-24,Charged Off,8678.45,6074.91,2603.54,12525.09,772.0,39.81,100900,4 years,RENT,IL
LN001942,A,A4,vacation,36,29400.0,5.77,891.34,2023-04-22,2023-05-26,Current,25848.86,16801.76,9047.1,0.0,793.0,36.99,180600,7 years,RENT,HI
LN002402,A,A1,wedding,60,9100.0,6.23,176.9,2023-02-12,2023-03-14,Default,1945.9,1362.13,583.77,0.0,748.0,20.32,51500,1 year,OWN,AK
LN000632,C,C3,credit_card,36,30400.0,13.32,1028.99,2022-07-28,2022-08-27,Fully Paid,36683.22,30400.0,6283.22,0.0,772.0,6.4,76000,5 years,RENT,OH
LN002061,D,D1,wedding,36,10900.0,19.08,399.99,2022-08-27,2022-09-29,Fully Paid,14336.8,10900.0,3436.8,0.0,662.0,38.17,140400,3 years,RENT,GA
LN001207,E,E3,credit_card,60,8900.0,22.62,248.96,2022-01-07,2022-02-11,Late (31-120 days),1742.72,1219.9,522.82,0.0,611.0,19.47,91300,5 years,MORTGAGE,LA
LN000163,C,C3,debt_consolidation,36,36700.0,15.2,1275.81,2021-09-08,2021-10-08,Fully Paid,45187.52,36700.0,8487.52,0.0,618.0,14.64,240600,3 years,RENT,MT
LN000220,E,E4,educational,36,28800.0,26.02,1160.68,2021-11-21,2021-12-24,Late (31-120 days),10446.12,7312.28,3133.84,0.0,662.0,20.54,98600,< 1 year,MORTGAGE,AK
LN001973,E,E2,major_purchase,36,38200.0,25.05,1519.84,2023-03-05,2023-04-09,Current,10638.88,6915.27,3723.61,0.0,757.0,15.72,34100,,MORTGAGE,TX
LN001033,B,B5,debt_consolidation,60,5600.0,10.5,120.37,2022-12-25,2023-01-26,Current,1203.7,782.41,421.3,0.0,604.0,14.85,191400,2 years,OWN,HI
LN002167,C,C4,wedding,60,27500.0,15.1,655.67,2022-06-05,2022-07-10,Charged Off,9569.09,6698.36,2870.73,20801.64,698.0,42.63,160400,3 years,RENT,KY
LN002127,G,G1,vacation,60,36500.0,32.84,1245.35,2021-01-19,2021-02-23,Current,11208.15,7285.3,3922.85,0.0,786.0,32.47,215800,5 years,RENT,UT
LN001504,E,E5,debt_consolidation,60,24900.0,23.0,701.94,2022-10-27,2022-11-30,Fully Paid,41320.38,24900.0,16420.38,0.0,756.0,25.48,217500,,RENT,IL
LN000548,D,D2,educational,36,15300.0,21.39,579.5,2022-03-10,2022-04-10,Current,13328.5,8663.52,4664.97,0.0,806.0,32.28,165300,7 years,OTHER,VA
LN002743,B,B3,vacation,36,9000.0,10.68,293.29,2022-06-24,2022-07-27,Fully Paid,10515.56,9000.0,1515.56,0.0,706.0,40.58,134300,3 years,RENT,IL
LN002987,G,G3,debt_consolidation,60,7200.0,32.83,245.61,2021-09-30,2021-10-29,Current,10561.23,6864.8,3696.43,0.0,648.0,8.51,35000,4 years,RENT,ME
LN001833,A,A4,wedding,36,36000.0,7.06,1112.56,2023-10-22,2023-11-22,Current,37827.04,24587.58,13239.46,0.0,738.0,39.34,160400,2 years,MORTGAGE,WA
LN000569,E,E2,moving,36,20100.0,23.93,787.84,2022-11-27,2022-12-31,Default,3151.36,2205.95,945.41,0.0,815.0,6.85,102400,10+ years,RENT,GA
LN000872,D,D4,renewable_energy,36,26900.0,19.42,991.77,2023-05-18,2023-06-19,default,4958.85,3471.2,1487.65,0.0,,39.69,126900,3 years,MORTGAGE,NC
LN002543,F,F4,car,36,35900.0,28.49,1494.47,2022-04-28,2022-05-29,Current,16439.17,10685.46,5753.71,0.0,735.0,15.65,214500,8 years,MORTGAGE,CA
LN001090,A,A5,car,60,15700.0,5.81,302.14,2021-06-16,2021-07-15,Current,5740.66,3731.43,2009.23,0.0,745.0,29.21,25500,10+ years,OWN,IL
LN002482,D,D4,medical,36,16000.0,21.56,607.41,2022-08-13,2022-08-10,Fully Paid,22044.97,16000.0,6044.97,0.0,701.0,24.69,222600,3 years,MORTGAGE,LA
LN000612,A,A5,debt_consolidation,36,27600.0,7.96,864.37,2021-12-01,2022-01-02,Late (31-120 days),6914.96,4840.47,2074.49,0.0,773.0,18.48,200900,3 years,MORTGAGE,MI
LN002440,D,D5,wedding,60,31300.0,17.89,792.94,2021-11-16,2021-12-20,Current,40439.94,26285.96,14153.98,0.0,761.0,33.53,155600,7 years,RENT,TX
LN001908,B,B4,moving,36,2200.0,9.43,70.4,2022-09-10,2022-10-10,Fully Paid,2571.56,2200.0,371.56,0.0,687.0,23.69,57900,3 years,OWN,IL
LN003299,E,E5,small_business,60,38800.0,23.91,1114.17,2021-03-01,2021-04-04,FULLY PAID,65607.86,38800.0,26807.86,0.0,631.0,21.97,134200,2 years,RENT,WY
LN001318,C,C3,credit_card,60,21000.0,13.15,479.43,2023-07-13,2023-08-11,Current,7191.45,4674.44,2517.01,0.0,820.0,9.74,224400,< 1 year,RENT,MT
LN000743,E,E5,moving,36,32700.0,24.94,1299.11,2021-12-27,2022-01-28,Fully Paid,47413.56,32700.0,14713.56,0.0,612.0,21.12,27400,5 years,MORTGAGE,ND
LN003231,F,F2,small_business,36,15600.0,30.8,669.1,2022-12-10,2023-01-08,Fully Paid,23620.75,15600.0,8020.75,0.0,628.0,40.2,126700,3 years,OWN,VT
LN003415,B,B4,renewable_energy,36,26400.0,-10.35,856.2,2023-03-03,2023-04-04,Fully Paid,30281.26,26400.0,3881.26,0.0,767.0,24.49,131600,9 years,MORTGAGE,HI
LN001827,C,C4,renewable_energy,36,22300.0,15.83,782.13,2023-08-24,2023-09-24,Charged Off,5918.43,4142.9,1775.53,18157.1,656.0,25.7,123400,1 year,MORTGAGE,NJ
LN000582,B,B1,home_improvement,36,25400.0,11.1,832.77,2023-07-21,2023-08-24,Default,3331.08,2331.76,999.32,0.0,613.0,39.82,151800,4 years,MORTGAGE,NM
LN003258,B,B4,wedding,36,7900.0,10.55,256.96,2023-02-14,2023-02-13,Fully Paid,9067.79,7900.0,1167.79,0.0,789.0,9.73,152500,4 years,RENT,WV
LN001886,A,A2,medical,36,37400.0,6.14,1140.15,2021-05-09,2021-06-12,Charged Off,17819.31,12473.52,5345.79,24926.48,725.0,18.88,119900,5 years,RENT,KY
LN001004,A,A1,major_purchase,36,33000.0,5.44,995.57,2023-12-06,2023-12-01,Charged Off,16751.04,11725.73,5025.31,21274.27,620.0,39.04,82100,,MORTGAGE,VT
LN000074,B,B3,wedding,36,33600.0,11.79,1112.63,2021-12-11,2022-01-09,Current,36716.79,23865.91,12850.88,0.0,586.0,29.78,159300,10+ years,RENT,CA
LN000049,B,B3,home_improvement,36,37200.0,10.37,1206.81,2022-11-27,2022-12-29,Fully Paid,42671.01,37200.0,5471.01,0.0,654.0,32.9,76700,7 years,MORTGAGE,CT
LN001887,A,A1,renewable_energy,60,39600.0,5.58,757.87,2023-09-30,2023-10-28,Current,40167.11,26108.62,14058.49,0.0,639.0,36.34,150100,1 year,MORTGAGE,GA
LN001095,E,E4,moving,36,24200.0,24.07,950.32,2021-04-16,2021-05-17,Charged Off,10373.02,7261.11,3111.91,16938.89,650.0,38.58,184900,3 years,OWN,NH
LN001502,D,D5,debt_consolidation,60,14200.0,17.49,356.66,2023-11-09,2023-12-11,Current,15336.38,9968.65,5367.73,0.0,699.0,37.86,159600,10+ years,MORTGAGE,SD
LN003208,E,E1,wedding,60,37600.0,25.28,1109.79,2021-01-10,2021-02-10,Current,36623.07,23805.0,12818.07,0.0,715.0,16.29,189700,3 years,RENT,AZ
LN003042,F,F4,medical,36,36800.0,27.51,1512.45,2022-10-19,2022-11-19,Late (31-120 days),10587.15,7411.0,3176.14,0.0,733.0,13.33,216500,7 years,MORTGAGE,UT
LN000757,E,E5,major_purchase,36,29600.0,26.34,1197.97,2022-08-17,2022-09-15,Charged Off,11662.66,8163.86,3498.8,21436.14,803.0,7.83,57000,1 year,OWN,CT
LN001075,B,B5,renewable_energy,36,36000.0,10.0,1161.62,2023-02-07,2023-03-12,Current,38333.46,24916.75,13416.71,0.0,585.0,8.98,130700,2 years,RENT,KY
LN002474,C,C5,credit_card,60,25300.0,12.73,572.16,2022-11-24,2022-12-25,Fully Paid,34883.72,25300.0,9583.72,0.0,697.0,15.83,88300,4 years,RENT,UT
LN000979,E,E2,major_purchase,36,25200.0,22.78,972.6,2021-11-29,2022-01-03,Fully Paid,34658.02,25200.0,9458.02,0.0,663.0,32.53,153000,7 years,MORTGAGE,NM
LN002450,E,E5,medical,36,16700.0,25.54,668.77,2023-04-28,2023-05-31,Current,6687.7,4347.01,2340.69,0.0,598.0,41.13,205700,8 years,MORTGAGE,NV
LN002542,B,B3,vacation,36,23400.0,8.95,743.57,2023-07-28,2023-08-30,Charged Off,4068.86,2848.2,1220.66,20551.8,662.0,17.4,68700,3 years,MORTGAGE,ID
LN001456,B,B3,small_business,60,3000.0,11.73,66.32,2023-12-19,2024-01-17,Current,862.16,560.4,301.76,0.0,800.0,39.8,59800,6 years,MORTGAGE,MN
LN002762,C,C2,small_business,36,11500.0,14.95,398.37,2021-09-18,2021-10-21,Default,4382.07,3067.45,1314.62,0.0,700.0,38.4,38400,2 years,MORTGAGE,FL
LN001408,B,B2,wedding,36,23200.0,10.7,756.25,2022-10-15,2022-11-12,Current,16637.5,10814.38,5823.12,0.0,806.0,10.46,34200,5 years,MORTGAGE,GA
LN002355,A,A3,educational,36,30200.0,5.41,910.69,2022-04-25,2022-05-27,Fully Paid,33062.65,30200.0,2862.65,0.0,590.0,14.49,161100,< 1 year,MORTGAGE,NE
LN000573,A,A4,moving,36,30800.0,-5.12,924.76,2023-03-14,2023-04-16,Charged Off,9460.31,6622.22,2838.09,24177.78,684.0,19.7,228700,3 years,RENT,ID
LN001964,B,B2,moving,36,20000.0,9.72,642.72,2021-11-23,2021-12-21,Current,16068.0,10444.2,5623.8,0.0,704.0,34.87,148400,10+ years,RENT,NC
LN001450,F,F3,renewable_energy,36,14800.0,29.31,622.7,2021-11-18,2021-12-19,Charged Off,7205.17,5043.62,2161.55,9756.38,817.0,5.86,193600,6 years,RENT,NY
LN002866,E,E5,educational,36,15400.0,23.37,599.1,2021-05-31,2021-07-01,Fully Paid,21789.63,15400.0,6389.63,0.0,752.0,21.82,197200,3 years,RENT,CO
LN002507,E,E4,vacation,36,2700.0,24.49,106.62,2022-05-10,2022-06-13,Charged Off,1227.63,859.34,368.29,1840.66,801.0,42.44,172400,5 years,OWN,SC
LN002197,B,B5,major_purchase,36,4100.0,10.98,134.19,2022-01-08,2022-02-09,Late (31-120 days),1073.52,751.46,322.06,0.0,735.0,41.52,61200,1 year,MORTGAGE,KS
LN002290,D,D3,debt_consolidation,36,19600.0,21.11,739.54,2022-08-25,2022-09-29,Default,2958.16,2070.71,887.45,0.0,602.0,33.67,85400,3 years,RENT,IL
LN001205,D,D3,major_purchase,60,4300.0,21.05,116.45,2022-03-09,2022-04-06,Current,1863.2,1211.08,652.12,0.0,,31.68,166400,1 year,MORTGAGE,NY
LN003116,E,E4,car,36,29400.0,26.17,1187.21,2021-06-12,2021-07-16,Fully Paid,43421.62,29400.0,14021.62,0.0,722.0,15.46,169500,< 1 year,MORTGAGE,TN
LN001407,G,G4,moving,36,9700.0,34.45,435.78,2023-09-18,2023-10-21,Charged Off,987.56,691.29,296.27,9008.71,662.0,22.93,151100,6 years,MORTGAGE,HI
LN002132,F,F2,debt_consolidation,36,6800.0,29.38,286.37,2021-04-28,2021-05-27,Fully Paid,10504.94,6800.0,3704.94,0.0,647.0,42.48,172600,6 years,MORTGAGE,MT
LN002759,B,B3,major_purchase,36,7000.0,10.26,226.73,2023-03-07,2023-04-04,Current,7935.55,5158.11,2777.44,0.0,631.0,28.06,152900,10+ years,RENT,IA
LN002207,D,D1,major_purchase,60,36300.0,20.78,977.55,2023-10-27,2023-11-24,Default,9775.5,6842.85,2932.65,0.0,736.0,20.16,109200,< 1 year,RENT,NJ
LN001752,D,D3,credit_card,60,18500.0,18.23,472.1,2022-12-26,2023-01-29,Current,10858.3,7057.89,3800.4,0.0,716.0,18.52,212800,3 years,MORTGAGE,AK
LN003319,A,A1,major_purchase,36,10100.0,5.16,303.43,2022-06-20,2022-07-20,Current,9102.9,5916.89,3186.01,0.0,678.0,8.36,183600,7 years,RENT,NH
LN000260,D,D1,small_business,36,6400.0,19.49,236.19,2023-10-18,2023-11-18,Current,3542.85,2302.85,1240.0,0.0,671.0,33.14,145900,,OWN,IN
LN001601,C,C1,renewable_energy,60,19900.0,14.11,464.17,2023-10-28,2023-11-27,Current,3713.36,2413.68,1299.68,0.0,701.0,31.36,125700,7 years,RENT,SC
LN001832,G,G1,major_purchase,36,7700.0,-34.76,347.27,2022-06-26,2022-07-24,Fully Paid,12423.46,7700.0,4723.46,0.0,748.0,12.4,63500,3 years,RENT,CA
LN003245,B,B3,educational,36,35200.0,11.15,1154.9,2023-09-12,2023-10-14,Fully Paid,41523.21,35200.0,6323.21,0.0,663.0,30.09,89200,7 years,RENT,RI
LN000813,A,A4,home_improvement,36,,7.98,137.84,2021-07-26,2021-08-23,Fully Paid,4900.25,4400.0,500.25,0.0,757.0,8.75,212800,3 years,RENT,NJ
LN002592,C,C4,renewable_energy,36,37500.0,14.93,1298.66,2022-11-19,2022-12-21,Current,27271.86,17726.71,9545.15,0.0,716.0,16.44,80400,7 years,RENT,OK
LN002118,E,E1,major_purchase,60,9500.0,-23.32,269.56,2022-11-06,2022-12-07,Fully Paid,16309.02,9500.0,6809.02,0.0,732.0,36.07,49800,< 1 year,OWN,LA
LN001547,B,B5,credit_card,36,38600.0,11.75,1277.47,2023-07-21,2023-08-18,fully paid,46067.53,38600.0,7467.53,0.0,706.0,6.66,226800,7 years,MORTGAGE,IL
LN001624,B,B4,small_business,60,14100.0,11.34,308.96,2021-11-22,2021-12-22,Fully Paid,18378.79,14100.0,4278.79,0.0,722.0,43.51,140300,7 years,MORTGAGE,IA
LN003428,G,G4,major_purchase,36,20200.0,33.89,901.12,2023-03-19,2023-04-18,Late (31-120 days),6307.84,4415.49,1892.35,0.0,587.0,18.49,201200,4 years,RENT,LA
LN001974,A,A1,vacation,60,12600.0,7.41,251.94,2021-05-04,2021-06-07,Current,9573.72,6222.92,3350.8,0.0,788.0,11.13,35300,5 years,OTHER,MI
LN002802,C,C2,medical,60,30500.0,16.08,743.0,2021-10-17,2021-11-16,Fully Paid,45231.42,30500.0,14731.42,0.0,757.0,22.22,94700,5 years,MORTGAGE,CA
LN003266,A,A5,small_business,60,32800.0,6.1,635.64,2023-01-06,2023-02-10,Charged Off,7430.78,5201.55,2229.23,27598.45,724.0,39.84,63500,7 years,OWN,CO
LN002620,B,B2,major_purchase,36,15500.0,9.96,499.85,2023-09-10,2023-10-12,Fully Paid,17947.37,15500.0,2447.37,0.0,622.0,5.87,49300,5 years,RENT,MT
LN001379,A,A3,wedding,36,30900.0,7.35,959.05,2022-02-15,2022-03-20,Fully Paid,34882.45,30900.0,3982.45,0.0,652.0,33.5,232700,8 years,RENT,KS
LN003453,A,A2,renewable_energy,36,8900.0,5.58,269.06,2023-10-29,2023-11-27,Charged Off,872.18,610.53,261.65,8289.47,647.0,43.94,160000,10+ years,MORTGAGE,WY
LN003134,A,A1,moving,36,,7.73,752.21,2023-01-29,2023-02-28,Charged Off,3874.86,2712.4,1162.46,21387.6,770.0,44.83,150100,3 years,MORTGAGE,AL
LN001238,C,C5,moving,60,28900.0,14.66,682.38,2022-04-29,2022-05-27,Current,21836.16,14193.5,7642.66,0.0,793.0,27.05,64600,3 years,OWN,NE
LN003433,B,B5,renewable_energy,60,29100.0,9.38,609.45,2022-12-27,2023-01-24,Fully Paid,35996.03,29100.0,6896.03,0.0,,33.52,196200,1 year,MORTGAGE,MS
LN001072,F,F5,wedding,36,17100.0,30.84,733.81,2022-05-12,2022-06-12,Charged Off,3679.16,2575.41,1103.75,14524.59,746.0,39.09,118900,7 years,MORTGAGE,MT
LN002847,F,F2,home_improvement,36,9100.0,29.31,382.88,2021-07-03,2021-08-03,Fully Paid,13733.74,9100.0,4633.74,0.0,694.0,22.89,200900,4 years,OWN,SC
LN001746,C,C1,renewable_energy,36,12300.0,15.8,431.22,2023-08-13,2023-09-17,Fully Paid,15783.3,12300.0,3483.3,0.0,641.0,37.88,189800,6 years,RENT,MI
LN002141,A,A1,home_improvement,36,22300.0,5.13,669.65,2022-03-21,2022-04-18,Late (31-120 days),2008.95,1406.26,602.68,0.0,806.0,10.81,120500,7 years,OWN,LA
LN003499,F,F1,home_improvement,36,24700.0,27.72,1017.95,2022-06-22,2022-07-20,Charged Off,9484.48,6639.14,2845.34,18060.86,161.0,42.08,111600,2 years,RENT,ID
LN001919,A,A2,educational,36,,6.44,820.66,2021-04-10,2021-05-11,Current,6565.28,4267.43,2297.85,0.0,717.0,41.63,191400,4 years,MORTGAGE,NY
LN001862,A,A4,moving,60,11600.0,7.66,233.32,2022-07-18,2022-08-21,Fully Paid,13734.45,11600.0,2134.45,0.0,644.0,20.53,179400,5 years,MORTGAGE,PA
LN001726,C,C5,renewable_energy,60,2200.0,12.69,49.71,2023-04-30,2023-06-01,Current,646.23,420.05,226.18,0.0,808.0,41.47,86600,5 years,MORTGAGE,NE
