event_id,loan_id,payment_month,payment_date,amount_paid,payment_status
PE0009621,LN001387,3,2023-09-25,891.76,ON_TIME
PE0008146,LN001393,24,2023-03-18,711.21,ON_TIME
PE0012778,LN002639,9,2021-12-10,410.41,ON_TIME
PE0001338,LN003156,12,2023-12-03,758.18,ON_TIME
PE0002481,LN000664,33,2024-01-25,719.63,ON_TIME
PE0022449,LN002006,20,2025-06-26,538.6,ON_TIME
PE0006880,LN001054,21,2024-02-06,330.16,ON_TIME
PE0020221,LN001888,35,2024-10-04,611.18,ON_TIME
PE0014719,LN003317,6,2021-12-31,175.73,ON_TIME
PE0008442,LN000088,3,2022-10-10,708.33,ON_TIME
PE0010245,LN002620,11,2024-08-05,505.13,ON_TIME
PE0014823,LN001675,11,2023-01-01,75.4,ON_TIME
PE0021148,LN001032,7,2022-02-05,756.94,ON_TIME
PE0011711,LN003423,14,2022-09-04,189.21,LATE
PE0019894,LN001788,42,2025-06-27,707.86,ON_TIME
PE0014286,LN000970,11,2024-08-24,881.22,ON_TIME
PE0015190,LN001635,3,2024-03-03,1016.36,ON_TIME
PE0006538,LN000446,7,2023-05-31,401.81,ON_TIME
PE0021901,LN002208,13,2023-05-13,439.99,ON_TIME
PE0007732,LN003407,7,2021-08-01,1062.9,ON_TIME
PE0007489,LN001458,44,2025-05-17,82.44,ON_TIME
PE0016816,LN001379,32,2024-10-02,983.77,LATE
PE0011882,LN000287,46,2027-04-25,60.93,ON_TIME
PE0003002,LN002722,33,2023-12-12,667.52,ON_TIME
PE0014931,LN003114,3,2022-07-04,344.59,ON_TIME
PE0005318,LN000567,48,2025-04-05,415.62,ON_TIME
PE0019721,LN002124,30,2025-01-19,189.44,ON_TIME
PE0000839,LN000599,17,2022-06-06,160.9,ON_TIME
PE0002445,LN003314,2,2021-03-07,1418.88,ON_TIME
PE0008571,LN003434,24,2023-06-26,450.07,ON_TIME
PE0019737,LN002124,46,2026-05-14,176.56,ON_TIME
PE0004721,LN001512,6,2023-04-22,718.79,ON_TIME
PE0023099,LN002628,2,2024-02-14,799.32,ON_TIME
PE0023556,LN000105,13,2022-11-13,396.96,ON_TIME
PE0021091,LN000450,15,2023-11-16,1178.08,ON_TIME
PE0002027,LN001471,31,2026-06-19,475.98,ON_TIME
PE0020457,LN002849,19,2025-01-08,395.94,ON_TIME
PE0011093,LN000500,16,2022-09-12,979.22,ON_TIME
PE0008394,LN001146,28,2025-06-18,412.45,ON_TIME
PE0003194,LN002519,2,2023-05-12,368.96,ON_TIME
PE0018539,LN002427,54,2025-06-19,480.9,ON_TIME
PE0000240,LN002594,30,2024-09-12,24.28,ON_TIME
PE0001433,LN002821,12,2024-03-24,79.15,ON_TIME
PE0002029,LN001471,33,2026-08-18,448.77,ON_TIME
PE0018683,LN003460,26,2024-04-10,1209.61,ON_TIME
PE0020486,LN002849,48,2027-05-28,406.29,ON_TIME
PE0005529,LN002318,25,2024-12-19,742.9,ON_TIME
PE0006647,LN001769,8,2022-07-20,645.05,ON_TIME
PE0021405,LN002749,23,2022-11-28,779.09,ON_TIME
PE0006952,LN000459,11,2023-10-13,909.52,ON_TIME
PE0021259,LN003422,19,2022-11-11,1025.34,ON_TIME
PE0022173,LN003383,19,2023-06-19,1245.01,ON_TIME
PE0000716,LN003451,40,2026-05-16,122.45,ON_TIME
PE0005917,LN001824,16,2025-02-13,581.94,ON_TIME
PE0016592,LN002817,31,2026-07-07,597.93,LATE
PE0012386,LN000652,3,2021-05-27,197.89,ON_TIME
PE0017585,LN001111,5,2023-02-22,169.88,ON_TIME
PE0018052,LN000206,8,2022-04-19,135.55,ON_TIME
PE0001930,LN003100,37,2026-07-16,720.0,ON_TIME
PE0015531,LN002094,36,2025-06-05,420.76,ON_TIME
PE0020472,LN002849,34,2026-04-03,406.11,LATE
PE0015404,LN001794,12,2024-10-12,1187.59,ON_TIME
PE0010770,LN001484,46,2026-10-05,34.49,ON_TIME
PE0023012,LN002305,7,2023-12-10,865.21,ON_TIME
PE0004272,LN001468,15,2024-06-17,1058.97,ON_TIME
PE0017216,LN002996,11,2023-05-20,784.26,ON_TIME
PE0015102,LN000704,35,2024-02-03,1269.37,ON_TIME
PE0017789,LN003291,21,2024-06-22,303.2,ON_TIME
PE0012148,LN002789,16,2023-02-17,154.3,ON_TIME
PE0019049,LN003461,2,2022-03-29,1011.25,ON_TIME
PE0005628,LN003436,15,2023-07-18,98.61,ON_TIME
PE0007577,LN001009,12,2024-07-11,1275.41,LATE
PE0001363,LN003156,37,2025-12-22,803.49,ON_TIME
PE0019151,LN000395,9,2021-09-28,1100.38,ON_TIME
PE0017260,LN003267,27,2024-09-27,382.46,ON_TIME
PE0004708,LN000093,13,2024-06-10,721.48,ON_TIME
PE0013135,LN002883,18,2023-02-19,502.05,ON_TIME
PE0019437,LN003235,8,2021-11-06,25.56,ON_TIME
PE0009101,LN003286,60,2026-09-17,527.3,ON_TIME
PE0007793,LN002670,47,2026-09-08,383.66,ON_TIME
PE0002278,LN003234,11,2022-03-25,759.93,ON_TIME
PE0011733,LN003423,36,2024-06-25,206.34,ON_TIME
PE0020328,LN000474,2,2021-10-14,1271.11,ON_TIME
PE0012625,LN001764,10,2022-05-26,203.01,LATE
PE0001731,LN000637,34,2024-05-01,136.65,ON_TIME
PE0016350,LN001503,9,2022-03-03,562.57,ON_TIME
PE0015459,LN002745,12,2022-07-28,1056.01,ON_TIME
PE0017456,LN001418,29,2023-08-22,558.34,ON_TIME
PE0020158,LN002517,32,2023-08-21,732.37,ON_TIME
PE0019449,LN003235,20,2022-11-01,26.12,ON_TIME
PE0020287,LN001008,21,2023-02-03,626.88,ON_TIME
PE0012064,LN002741,1,2022-06-22,659.35,ON_TIME
PE0014054,LN002122,10,2023-06-23,687.27,ON_TIME
PE0010382,LN002840,46,2026-02-09,380.25,ON_TIME
PE0006931,LN001563,26,2023-05-25,366.6,ON_TIME
PE0022854,LN002235,11,2022-11-16,628.98,ON_TIME
PE0014543,LN000408,14,2023-09-11,802.13,ON_TIME
PE0013574,LN000194,2,2023-12-07,966.18,ON_TIME
PE0010389,LN002840,53,2026-09-07,394.79,ON_TIME
PE0003469,LN002505,19,2023-05-14,567.87,ON_TIME
PE0013611,LN002839,28,2026-01-02,724.72,ON_TIME
PE0018514,LN002427,29,2023-05-31,510.1,ON_TIME
PE0016593,LN002817,32,2026-08-06,571.43,ON_TIME
PE0018976,LN003065,48,2026-12-11,479.57,ON_TIME
PE0021407,LN002749,25,2023-01-27,778.48,ON_TIME
PE0018114,LN003387,30,2025-04-12,72.95,ON_TIME
PE0010005,LN003024,26,2023-08-10,209.43,ON_TIME
PE0007357,LN002438,17,2022-06-28,822.53,ON_TIME
PE0000301,LN001845,31,2026-05-11,699.11,ON_TIME
PE0022030,LN000471,58,2026-12-26,552.27,ON_TIME
PE0002916,LN002599,43,2026-10-15,187.08,ON_TIME
PE0014569,LN000408,40,2025-10-30,801.5,ON_TIME
PE0017984,LN002389,36,2024-12-07,951.87,LATE
PE0018675,LN003460,18,2023-08-14,1172.15,ON_TIME
PE0009316,LN002882,27,2024-03-04,162.76,ON_TIME
PE0006528,LN001132,57,2026-08-11,671.15,ON_TIME
PE0001713,LN000637,16,2022-11-08,132.36,ON_TIME
PE0013124,LN002883,7,2022-03-26,508.27,ON_TIME
PE0020976,LN002565,2,2022-08-05,1184.87,LATE
PE0008319,LN002668,13,2023-05-16,752.43,ON_TIME
PE0013245,LN000628,9,2022-05-22,913.87,ON_TIME
PE0019069,LN001958,2,2022-10-10,677.93,ON_TIME
PE0015342,LN001804,5,2022-08-26,43.4,ON_TIME
PE0015623,LN001110,33,2024-10-06,1225.08,ON_TIME
PE0003210,LN002242,6,2024-06-04,654.83,ON_TIME
PE0007828,LN003448,22,2024-10-01,283.19,ON_TIME
PE0010831,LN002947,42,2027-04-17,1272.56,ON_TIME
PE0003624,LN001974,16,2022-08-27,245.93,ON_TIME
PE0018043,LN001589,59,2026-11-19,744.07,ON_TIME
PE0001079,LN003005,5,2021-08-19,1157.46,ON_TIME
PE0009713,LN002995,23,2025-07-16,1079.82,LATE
PE0020497,LN002849,59,2028-04-22,380.81,ON_TIME
PE0020258,LN002333,5,2022-12-10,480.38,ON_TIME
PE0014654,LN001611,37,2025-12-17,52.9,ON_TIME
PE0018456,LN002259,8,2021-12-24,1428.2,ON_TIME
PE0004339,LN002960,10,2023-11-20,1467.29,ON_TIME
PE0019155,LN000395,13,2022-01-26,1132.21,ON_TIME
PE0016404,LN000807,7,2023-03-11,292.6,ON_TIME
PE0004740,LN001799,1,2021-10-23,575.56,ON_TIME
PE0019272,LN000304,2,2022-11-29,168.01,ON_TIME
PE0006246,LN000937,5,2023-01-01,350.19,ON_TIME
PE0016934,LN002930,25,2025-10-22,198.04,ON_TIME
PE0012855,LN002456,26,2024-10-09,63.28,ON_TIME
PE0019341,LN001725,11,2024-04-01,135.14,ON_TIME
PE0018367,LN003411,15,2024-03-27,105.91,ON_TIME
PE0000674,LN002604,16,2022-09-25,192.55,ON_TIME
PE0021798,LN001753,48,2026-07-08,34.26,ON_TIME
PE0004280,LN001468,23,2023-03-13,1015.87,ON_TIME
PE0021340,LN001177,35,2024-05-27,242.52,ON_TIME
PE0014323,LN000357,7,2024-06-17,1288.11,ON_TIME
PE0020456,LN002849,18,2024-12-09,394.31,ON_TIME
PE0021061,LN002442,8,2023-04-09,454.99,ON_TIME
PE0007752,LN002670,6,2023-04-27,388.88,ON_TIME
PE0020330,LN000474,4,2021-12-13,1213.88,LATE
PE0020147,LN002517,21,2022-09-25,699.89,ON_TIME
PE0010856,LN002005,7,2021-10-04,555.89,ON_TIME
PE0006395,LN001949,44,2027-03-22,513.08,ON_TIME
PE0016815,LN001379,31,2024-09-02,965.62,ON_TIME
PE0013078,LN002959,21,2023-08-24,547.1,ON_TIME
PE0017877,LN002132,34,2024-02-12,288.3,ON_TIME
PE0010995,LN000257,31,2023-10-08,491.72,ON_TIME
PE0023304,LN002909,29,2026-02-13,330.14,ON_TIME
PE0007340,LN002975,60,2026-05-08,137.25,ON_TIME
PE0017214,LN002996,9,2023-03-21,764.72,ON_TIME
PE0006960,LN001153,6,2023-07-07,310.94,ON_TIME
PE0004059,LN003482,60,2028-01-11,62.22,ON_TIME
PE0020871,LN003465,14,2025-01-24,199.36,ON_TIME
PE0014347,LN000357,31,2026-06-07,1280.1,ON_TIME
PE0003462,LN002505,12,2022-10-16,556.75,ON_TIME
PE0000978,LN003301,35,2024-04-15,375.01,ON_TIME
PE0010192,LN002699,28,2024-05-27,527.48,ON_TIME
PE0010697,LN001276,9,2022-12-19,154.05,ON_TIME
PE0016184,LN000398,51,2026-12-05,117.85,ON_TIME
PE0021090,LN000450,14,2023-10-17,1173.37,ON_TIME
PE0014466,LN000117,7,2022-06-21,394.83,ON_TIME
PE0020920,LN001737,6,2024-05-02,362.53,ON_TIME
PE0019388,LN002095,1,2021-08-03,1116.96,ON_TIME
PE0017551,LN001579,52,2025-10-26,452.13,ON_TIME
PE0020135,LN002517,9,2021-09-30,696.44,ON_TIME
PE0014067,LN002122,23,2024-07-17,710.53,ON_TIME
PE0005473,LN001627,5,2022-09-23,654.95,ON_TIME
PE0008043,LN002416,20,2024-07-19,876.44,ON_TIME
PE0021839,LN001248,24,2025-07-24,935.7,ON_TIME
PE0009977,LN003455,9,2022-12-27,853.15,ON_TIME
PE0012959,LN002708,15,2022-12-19,276.82,ON_TIME
PE0000089,LN000484,9,2023-12-31,891.5,ON_TIME
PE0003802,LN001459,1,2023-05-05,793.64,ON_TIME
PE0022427,LN002226,12,2022-05-20,992.98,ON_TIME
PE0017265,LN003267,32,2025-02-24,369.65,ON_TIME
PE0014662,LN001611,45,2026-08-14,50.2,ON_TIME
PE0016783,LN000766,24,2025-10-01,587.14,ON_TIME
PE0013699,LN000148,19,2024-09-30,1213.65,ON_TIME
PE0006736,LN002425,3,2021-05-29,633.54,ON_TIME
PE0020467,LN002849,29,2025-11-04,387.32,ON_TIME
PE0018027,LN001589,43,2025-07-27,721.49,ON_TIME
PE0013752,LN001539,11,2022-03-03,42.63,ON_TIME
PE0009737,LN002995,47,2027-07-06,1160.25,ON_TIME
PE0021269,LN003422,29,2023-09-07,993.42,ON_TIME
PE0016332,LN000717,51,2025-04-23,577.21,ON_TIME
PE0017180,LN000336,11,2024-06-23,934.6,ON_TIME
PE0014405,LN001302,1,2023-02-03,199.67,ON_TIME
PE0022162,LN003383,8,2022-07-24,1266.75,ON_TIME
PE0004950,LN002473,17,2024-07-11,474.45,ON_TIME
PE0011370,LN001685,27,2025-04-04,698.73,ON_TIME
PE0021378,LN000960,5,2023-06-06,128.15,LATE
PE0005955,LN002847,10,2022-04-29,397.23,ON_TIME
PE0009385,LN002540,36,2025-05-02,688.15,ON_TIME
PE0003459,LN002505,9,2022-07-18,534.87,ON_TIME
PE0010478,LN001862,46,2026-04-28,244.51,ON_TIME
PE0003715,LN001273,6,2021-12-20,719.62,ON_TIME
PE0013641,LN001801,15,2023-10-28,984.68,ON_TIME
PE0011049,LN001823,49,2027-03-12,403.82,ON_TIME
PE0002306,LN001364,3,2022-02-06,1115.01,ON_TIME
PE0007500,LN001458,55,2026-04-12,82.7,ON_TIME
PE0006434,LN000322,23,2025-10-24,469.67,ON_TIME
PE0010331,LN001640,1,2022-06-25,1278.26,ON_TIME
PE0010437,LN001862,5,2022-12-15,239.73,ON_TIME
PE0023404,LN000977,35,2024-04-17,229.38,ON_TIME
PE0006435,LN000322,24,2025-11-23,490.42,LATE
PE0016977,LN001748,32,2023-10-26,300.12,ON_TIME
PE0023383,LN000977,14,2022-07-27,243.5,ON_TIME
PE0018390,LN000888,14,2023-06-23,679.08,ON_TIME
PE0018697,LN002626,4,2022-11-29,1295.89,ON_TIME
PE0021933,LN002208,45,2025-12-28,453.01,ON_TIME
PE0001489,LN001404,34,2026-03-04,1433.6,ON_TIME
PE0023206,LN001201,26,2025-08-31,386.17,ON_TIME
PE0016497,LN001362,28,2025-11-01,976.77,ON_TIME
PE0009619,LN001387,1,2023-07-27,920.2,ON_TIME
PE0022619,LN000238,28,2024-01-15,655.72,ON_TIME
PE0020692,LN002015,58,2028-02-13,392.02,ON_TIME
PE0009578,LN003421,4,2022-09-20,194.81,ON_TIME
PE0003032,LN000022,3,2023-05-04,1275.34,ON_TIME
PE0011135,LN000974,13,2024-10-16,99.39,ON_TIME
PE0000577,LN002384,39,2026-08-17,458.99,ON_TIME
PE0009358,LN002540,9,2023-02-12,676.48,ON_TIME
PE0001054,LN001746,35,2026-06-28,442.99,ON_TIME
PE0017622,LN000440,6,2023-11-23,1307.83,ON_TIME
PE0010668,LN000648,40,2026-01-03,138.01,ON_TIME
PE0021704,LN001236,26,2023-08-04,867.41,ON_TIME
PE0004535,LN001542,35,2024-10-31,664.38,ON_TIME
PE0016488,LN001362,19,2025-02-04,980.26,ON_TIME
PE0010990,LN000257,26,2023-05-11,499.72,ON_TIME
PE0010670,LN000648,42,2026-03-04,145.57,ON_TIME
PE0013609,LN002839,26,2025-11-03,725.7,ON_TIME
PE0019161,LN000395,19,2022-07-25,1130.3,ON_TIME
PE0002178,LN003475,10,2024-02-14,683.45,ON_TIME
PE0011107,LN000500,30,2023-11-06,959.81,ON_TIME
PE0007998,LN002277,11,2022-10-11,992.72,ON_TIME
PE0019865,LN001788,13,2023-02-08,731.84,ON_TIME
PE0010792,LN002947,3,2024-02-02,1298.98,ON_TIME
PE0005349,LN003073,19,2025-01-05,569.89,ON_TIME
PE0019746,LN002124,55,2027-02-08,178.3,ON_TIME
PE0005666,LN001692,35,2026-02-19,109.09,ON_TIME
PE0011219,LN003397,8,2022-06-12,742.28,ON_TIME
PE0015496,LN002094,1,2022-07-21,429.81,ON_TIME
PE0015945,LN000497,13,2023-04-13,364.1,ON_TIME
PE0017828,LN003120,2,2023-12-08,1408.23,ON_TIME
PE0006731,LN000549,58,2027-11-28,432.23,ON_TIME
PE0000818,LN000881,2,2021-12-04,1214.23,ON_TIME
PE0018422,LN002176,10,2024-09-13,1569.21,ON_TIME
PE0021469,LN003228,10,2023-10-22,176.6,ON_TIME
PE0019906,LN001788,54,2026-06-22,705.42,ON_TIME
PE0005181,LN000570,60,2028-05-30,158.97,ON_TIME
PE0004808,LN003041,55,2027-07-03,766.69,ON_TIME
PE0005479,LN001627,11,2023-03-22,700.1,ON_TIME
PE0006889,LN001054,30,2024-11-02,329.58,ON_TIME
PE0002695,LN003135,21,2022-11-04,1206.18,ON_TIME
PE0014531,LN000408,2,2022-09-16,833.21,ON_TIME
PE0003577,LN001872,5,2024-04-08,1033.33,ON_TIME
PE0005437,LN001376,5,2022-12-01,535.4,ON_TIME
PE0008629,LN002423,10,2022-10-07,771.64,LATE
PE0002797,LN001984,18,2024-08-02,857.2,ON_TIME
PE0004035,LN003482,36,2026-01-21,57.69,ON_TIME
PE0020907,LN001792,14,2022-10-04,428.84,ON_TIME
PE0000073,LN002937,7,2024-02-11,633.58,ON_TIME
PE0001403,LN001755,5,2021-12-06,895.94,ON_TIME
PE0012863,LN002456,34,2025-06-06,61.85,ON_TIME
PE0013727,LN001573,11,2023-04-03,56.67,ON_TIME
PE0015854,LN001198,58,2028-04-04,1084.48,ON_TIME
PE0005664,LN001692,33,2025-12-21,116.45,ON_TIME
PE0021594,LN002600,10,2023-08-03,217.11,ON_TIME
PE0019178,LN000395,36,2023-12-17,1144.29,ON_TIME
PE0006139,LN001268,52,2025-10-15,454.57,ON_TIME
PE0011522,LN001380,34,2023-11-17,164.92,ON_TIME
PE0015786,LN003477,59,2027-07-17,151.6,ON_TIME
PE0007482,LN001458,37,2024-10-19,90.43,ON_TIME
PE0017055,LN002625,40,2026-01-24,569.42,ON_TIME
PE0018271,LN003049,8,2022-08-01,442.88,ON_TIME
PE0019444,LN003235,15,2022-06-04,25.37,ON_TIME
PE0015026,LN001333,19,2023-11-15,1070.05,ON_TIME
PE0009580,LN003421,6,2022-11-19,197.94,ON_TIME
PE0005509,LN002318,5,2023-04-29,774.67,ON_TIME
PE0016604,LN002072,7,2024-02-03,571.05,ON_TIME
PE0002947,LN000610,14,2022-10-25,401.46,ON_TIME
PE0006085,LN000360,8,2022-12-17,1220.84,ON_TIME
PE0006546,LN000446,15,2024-01-26,389.66,ON_TIME
PE0004937,LN002473,4,2023-06-17,457.08,ON_TIME
PE0014001,LN000527,35,2026-09-20,57.49,ON_TIME
PE0021097,LN000695,2,2023-07-11,876.18,ON_TIME
PE0003827,LN001459,26,2025-05-24,812.27,ON_TIME
PE0021540,LN001704,16,2024-02-25,50.45,LATE
PE0000189,LN003340,1,2022-03-26,322.49,ON_TIME
PE0020694,LN002015,60,2028-04-13,397.81,ON_TIME
PE0006226,LN001392,3,2021-04-06,1467.37,ON_TIME
PE0004526,LN001542,26,2024-02-04,668.83,ON_TIME
PE0020566,LN003447,2,2023-07-25,1208.04,ON_TIME
PE0016168,LN000398,35,2025-08-12,116.01,ON_TIME
PE0018710,LN000595,6,2022-07-07,1047.78,ON_TIME
PE0022644,LN000238,53,2026-02-03,701.2,ON_TIME
PE0021485,LN001648,8,2024-04-01,879.87,ON_TIME
PE0003498,LN002505,48,2025-09-30,534.54,ON_TIME
PE0015175,LN001451,4,2021-06-17,23.42,ON_TIME
PE0002726,LN001702,16,2023-11-10,958.54,ON_TIME
PE0008846,LN001825,2,2023-11-26,238.31,ON_TIME
PE0008243,LN001209,17,2022-11-25,376.53,ON_TIME
PE0010088,LN002437,44,2024-11-11,593.21,ON_TIME
PE0018463,LN002259,15,2022-07-22,1323.85,ON_TIME
PE0006664,LN001196,7,2023-12-23,889.02,ON_TIME
PE0012869,LN002525,4,2022-12-06,620.33,ON_TIME
PE0017270,LN002101,1,2022-09-16,583.45,ON_TIME
PE0007168,LN003281,24,2024-01-14,240.6,ON_TIME
PE0010081,LN002437,37,2024-04-15,612.4,ON_TIME
PE0007008,LN001153,54,2027-06-16,322.28,ON_TIME
PE0013241,LN000628,5,2022-01-22,885.85,ON_TIME
PE0021847,LN001248,32,2026-03-21,915.87,ON_TIME
PE0002880,LN002599,7,2023-10-31,196.26,ON_TIME
PE0011151,LN002733,12,2024-07-08,369.76,ON_TIME
PE0012426,LN001983,3,2023-01-14,721.14,ON_TIME
PE0013094,LN002959,37,2024-12-16,572.95,ON_TIME
PE0012314,LN001142,36,2024-08-08,265.52,ON_TIME
PE0003264,LN000464,9,2022-09-12,185.68,ON_TIME
PE0002755,LN001495,3,2024-03-08,295.2,ON_TIME
PE0022535,LN001145,34,2024-11-25,366.71,ON_TIME
PE0003573,LN001872,1,2023-12-10,1044.46,ON_TIME
PE0018774,LN000333,27,2025-07-30,874.04,ON_TIME
PE0012970,LN002708,26,2023-11-14,278.24,LATE
PE0012050,LN002853,47,2025-05-19,301.16,ON_TIME
PE0019877,LN001788,25,2024-02-03,720.2,ON_TIME
PE0009652,LN001387,34,2026-04-12,879.36,ON_TIME
PE0004488,LN000263,5,2022-07-09,301.41,ON_TIME
PE0016000,LN001203,14,2023-12-01,329.08,ON_TIME
PE0008543,LN000462,32,2024-06-26,550.18,ON_TIME
PE0003927,LN000443,45,2026-06-25,324.71,ON_TIME
PE0013736,LN001573,20,2023-12-29,60.81,ON_TIME
PE0022625,LN000238,34,2024-07-13,700.02,ON_TIME
PE0019396,LN002095,9,2022-03-31,1145.58,MISSED
PE0007802,LN002670,56,2027-06-05,396.1,ON_TIME
PE0009976,LN003455,8,2022-11-27,780.1,ON_TIME
PE0012072,LN002741,9,2023-02-17,640.9,ON_TIME
PE0003583,LN001872,11,2024-10-05,1015.8,ON_TIME
PE0003435,LN003246,15,2024-08-24,1018.69,ON_TIME
PE0004463,LN003178,40,2026-05-25,138.17,ON_TIME
PE0016464,LN000163,31,2024-03-26,1270.22,ON_TIME
PE0000922,LN003182,28,2025-03-16,724.86,ON_TIME
PE0008624,LN002423,5,2022-05-10,751.97,ON_TIME
PE0004329,LN001896,9,2023-05-21,103.43,ON_TIME
PE0001471,LN001404,16,2024-09-10,1390.61,ON_TIME
PE0001750,LN000411,9,2024-03-11,1332.61,ON_TIME
PE0017249,LN003267,16,2023-11-02,358.8,ON_TIME
PE0021662,LN001335,46,2026-10-21,788.99,LATE
PE0020280,LN001008,14,2022-07-08,591.03,ON_TIME
PE0016738,LN001857,25,2025-04-28,688.65,ON_TIME
PE0003163,LN002867,31,2024-02-23,745.58,ON_TIME
PE0009929,LN002752,23,2023-12-05,615.0,ON_TIME
PE0001732,LN000637,35,2024-05-31,136.5,ON_TIME
PE0008576,LN003434,29,2023-11-23,417.63,ON_TIME
PE0015757,LN003477,30,2025-02-27,158.24,ON_TIME
PE0010145,LN001371,41,2025-01-12,798.66,ON_TIME
PE0005849,LN001613,8,2023-08-11,942.05,ON_TIME
PE0017901,LN001162,22,2023-08-28,593.91,ON_TIME
PE0005149,LN000570,28,2025-10-13,161.4,ON_TIME
PE0016077,LN002054,19,2022-11-30,237.15,ON_TIME
PE0014724,LN003317,11,2022-05-30,169.54,ON_TIME
PE0006915,LN001563,10,2022-01-30,391.61,ON_TIME
PE0010931,LN003240,31,2025-09-04,1148.45,ON_TIME
PE0013591,LN002839,8,2024-05-12,740.14,ON_TIME
PE0004223,LN000301,18,2025-03-09,664.87,ON_TIME
PE0013526,LN001289,49,2026-01-09,320.15,ON_TIME
PE0022011,LN000471,39,2025-06-04,596.24,ON_TIME
PE0013492,LN001289,15,2023-03-26,331.28,ON_TIME
PE0018908,LN002797,42,2025-09-01,919.98,ON_TIME
PE0001259,LN003148,5,2021-09-15,683.26,ON_TIME
PE0016255,LN000822,10,2022-12-24,414.2,ON_TIME
PE0007899,LN002487,24,2025-07-17,774.39,ON_TIME
PE0013458,LN000422,4,2023-03-20,1129.39,ON_TIME
PE0019843,LN001654,27,2024-09-17,383.52,ON_TIME
PE0014986,LN002253,39,2024-06-08,150.41,ON_TIME
PE0000274,LN001845,4,2024-02-21,679.71,ON_TIME
PE0016931,LN002930,22,2025-07-24,203.56,ON_TIME
PE0010420,LN000845,24,2025-07-11,156.34,ON_TIME
PE0019588,LN002446,6,2023-10-15,634.79,ON_TIME
PE0016669,LN001556,36,2026-04-29,876.95,ON_TIME
PE0017463,LN001418,36,2024-03-19,529.18,ON_TIME
PE0003172,LN002867,40,2024-11-19,711.93,ON_TIME
PE0014199,LN001128,28,2025-10-14,228.69,ON_TIME
PE0017387,LN001526,20,2024-04-29,771.47,ON_TIME
PE0021282,LN002192,6,2022-12-29,1395.73,ON_TIME
PE0013786,LN002523,9,2022-10-24,203.5,ON_TIME
PE0022684,LN000893,33,2024-06-17,1267.79,ON_TIME
PE0020764,LN001516,25,2025-05-04,857.49,ON_TIME
PE0013133,LN002883,16,2022-12-21,532.64,ON_TIME
PE0005438,LN001376,6,2022-12-31,523.39,ON_TIME
PE0015461,LN002745,14,2022-09-26,1068.01,ON_TIME
PE0019959,LN000330,34,2026-05-20,286.79,ON_TIME
PE0021489,LN001648,12,2024-07-30,859.07,ON_TIME
PE0006422,LN000322,11,2024-10-29,493.21,ON_TIME
PE0003888,LN000443,6,2023-04-12,323.87,ON_TIME
PE0016425,LN000807,28,2024-11-30,281.04,ON_TIME
PE0022133,LN000892,5,2022-09-07,128.98,ON_TIME
PE0019214,LN001693,36,2024-07-21,843.35,ON_TIME
PE0011300,LN002283,29,2025-10-30,1258.15,ON_TIME
PE0012278,LN001433,3,2023-06-11,215.5,ON_TIME
PE0005202,LN001882,21,2024-03-25,293.49,ON_TIME
PE0017943,LN001304,1,2023-04-19,677.38,ON_TIME
PE0010012,LN001439,5,2023-01-18,1024.69,ON_TIME
PE0013045,LN002709,18,2023-11-23,1304.62,ON_TIME
PE0021281,LN002192,5,2022-11-29,1344.19,ON_TIME
PE0022057,LN002111,25,2023-10-01,306.69,ON_TIME
PE0021131,LN002978,7,2024-07-08,269.67,ON_TIME
PE0020044,LN000319,4,2021-10-17,345.53,ON_TIME
PE0002238,LN001020,46,2027-01-27,557.58,ON_TIME
PE0015725,LN000017,2,2021-10-29,182.61,ON_TIME
PE0015672,LN003231,21,2024-08-31,642.06,ON_TIME
PE0008688,LN002504,9,2023-06-21,104.1,ON_TIME
PE0000232,LN002594,22,2024-01-16,24.35,ON_TIME
PE0020283,LN001008,17,2022-10-06,602.36,ON_TIME
PE0011413,LN001205,5,2022-08-06,119.29,ON_TIME
PE0015263,LN000383,16,2023-03-30,816.55,ON_TIME
PE0011894,LN000287,58,2028-04-19,63.84,ON_TIME
PE0007538,LN002181,33,2023-12-11,1117.5,ON_TIME
PE0020936,LN001737,22,2025-08-25,385.17,ON_TIME
PE0013366,LN002846,43,2025-11-30,584.73,ON_TIME
PE0016650,LN001556,17,2024-10-06,849.51,ON_TIME
PE0023163,LN001092,19,2022-10-06,388.28,ON_TIME
PE0022882,LN002671,9,2022-09-01,150.89,ON_TIME
PE0003979,LN000630,16,2024-06-26,921.92,ON_TIME
PE0021813,LN001292,3,2022-04-18,422.7,ON_TIME
PE0012305,LN001142,27,2023-11-12,269.89,ON_TIME
PE0003426,LN003246,6,2023-11-28,1006.34,ON_TIME
PE0009271,LN001419,26,2026-01-21,119.04,ON_TIME
PE0021943,LN002208,55,2026-10-24,432.42,ON_TIME
PE0018805,LN002320,22,2025-02-10,830.81,ON_TIME
PE0008125,LN001393,3,2021-06-26,732.47,ON_TIME
PE0014510,LN000513,17,2024-09-04,1193.52,ON_TIME
PE0013301,LN002731,5,2022-10-21,747.4,ON_TIME
PE0017109,LN001463,25,2025-08-25,1120.13,ON_TIME
PE0021695,LN001236,17,2022-11-07,859.37,ON_TIME
PE0002313,LN001364,10,2022-09-04,1062.98,ON_TIME
PE0012485,LN001150,19,2022-09-20,1006.39,ON_TIME
